date,avg_temp,daylight_hours,bad_weather,hours_overcast,gloomy_today,gloomy_past_two_days,gloomy_past_three_days,noise_complaints,other_complaints,total,day_of_week
2010-01-01,36,9,1,24,1,1,0,691,2215,2906,Fri
2010-01-02,26,9,1,17,1,1,1,456,3401,3857,Sat
2010-01-03,20,9,1,13,1,1,1,290,5319,5609,Sun
2010-01-04,24,9,,1,0,0,0,295,9020,9315,Mon
2010-01-05,25,9,,9,0,0,0,322,7977,8299,Tue
2010-01-06,30,9,1,11,1,0,0,331,6613,6944,Wed
2010-01-07,34,9,,7,0,0,0,348,6508,6856,Thu
2010-01-08,28,9,1,17,1,0,0,468,5561,6029,Fri
2010-01-09,24,9,,0,0,0,0,541,3408,3949,Sat
2010-01-10,21,9,,0,0,0,0,481,3982,4463,Sun
2010-01-11,26,9,,5,0,0,0,352,7348,7700,Mon
2010-01-12,30,10,,9,0,0,0,273,6730,7003,Tue
2010-01-13,30,10,,7,0,0,0,404,6506,6910,Wed
2010-01-14,36,10,,0,0,0,0,253,5625,5878,Thu
2010-01-15,42,10,,11,1,0,0,539,5346,5885,Fri
2010-01-16,44,10,,8,0,0,0,684,2503,3187,Sat
2010-01-17,40,10,1,12,1,0,0,633,2345,2978,Sun
2010-01-18,44,10,1,16,1,1,0,419,3663,4082,Mon
2010-01-19,44,10,,17,1,1,1,381,5755,6136,Tue
2010-01-20,38,10,,1,0,0,0,419,5573,5992,Wed
2010-01-21,36,10,,0,0,0,0,425,6072,6497,Thu
2010-01-22,38,10,,0,0,0,0,510,5444,5954,Fri
2010-01-23,34,10,,0,0,0,0,736,2661,3397,Sat
2010-01-24,41,10,1,19,1,0,0,604,2286,2890,Sun
2010-01-25,53,10,1,19,1,1,0,377,7676,8053,Mon
2010-01-26,42,10,1,12,1,1,1,448,6289,6737,Tue
2010-01-27,35,10,,3,0,0,0,398,6190,6588,Wed
2010-01-28,31,10,1,11,1,0,0,395,6461,6856,Thu
2010-01-29,20,10,,0,0,0,0,432,8064,8496,Fri
2010-01-30,16,10,,10,1,0,0,748,5764,6512,Sat
2010-01-31,22,10,,1,0,0,0,608,4065,4673,Sun
2010-02-01,30,10,,0,0,0,0,389,7506,7895,Mon
2010-02-02,30,10,1,9,0,0,0,385,6635,7020,Tue
2010-02-03,34,10,1,14,1,0,0,361,5957,6318,Wed
2010-02-04,32,10,,0,0,0,0,406,5637,6043,Thu
2010-02-05,32,10,,5,0,0,0,502,5355,5857,Fri
2010-02-06,26,10,1,13,1,0,0,633,3061,3694,Sat
2010-02-07,26,10,,0,0,0,0,657,3021,3678,Sun
2010-02-08,30,10,,0,0,0,0,406,6696,7102,Mon
2010-02-09,35,10,1,8,0,0,0,359,6015,6374,Tue
2010-02-10,32,10,1,18,1,0,0,313,3890,4203,Wed
2010-02-11,32,11,,0,0,0,0,214,6007,6221,Thu
2010-02-12,32,11,,0,0,0,0,482,6754,7236,Fri
2010-02-13,28,11,,5,0,0,0,587,3733,4320,Sat
2010-02-14,34,11,,10,1,0,0,607,2585,3192,Sun
2010-02-15,34,11,1,7,0,0,0,541,3712,4253,Mon
2010-02-16,31,11,1,20,1,0,0,434,5704,6138,Tue
2010-02-17,30,11,,14,1,1,0,467,7072,7539,Wed
2010-02-18,36,11,,15,1,1,1,461,6351,6812,Thu
2010-02-19,39,11,,19,1,1,1,487,5847,6334,Fri
2010-02-20,40,11,,1,0,0,0,804,2962,3766,Sat
2010-02-21,40,11,,0,0,0,0,728,2518,3246,Sun
2010-02-22,37,11,1,10,1,0,0,363,6497,6860,Mon
2010-02-23,36,11,1,24,1,1,0,372,6544,6916,Tue
2010-02-24,39,11,1,24,1,1,1,348,6877,7225,Wed
2010-02-25,32,11,1,24,1,1,1,331,6073,6404,Thu
2010-02-26,30,11,1,16,1,1,1,389,4365,4754,Fri
2010-02-27,34,11,1,16,1,1,1,637,3794,4431,Sat
2010-02-28,36,11,,13,1,1,1,682,3537,4219,Sun
2010-03-01,42,11,,1,0,0,0,340,7233,7573,Mon
2010-03-02,42,11,1,9,0,0,0,392,6681,7073,Tue
2010-03-03,38,11,1,24,1,0,0,395,7038,7433,Wed
2010-03-04,41,11,,19,1,1,0,357,6517,6874,Thu
2010-03-05,42,11,1,15,1,1,1,439,5802,6241,Fri
2010-03-06,43,12,,0,0,0,0,779,2957,3736,Sat
2010-03-07,47,12,,0,0,0,0,635,2617,3252,Sun
2010-03-08,51,12,,0,0,0,0,386,6230,6616,Mon
2010-03-09,52,12,,0,0,0,0,410,6288,6698,Tue
2010-03-10,50,12,,8,0,0,0,411,6129,6540,Wed
2010-03-11,48,12,,20,1,0,0,416,6012,6428,Thu
2010-03-12,41,12,1,24,1,1,0,424,5659,6083,Fri
2010-03-13,42,12,1,24,1,1,1,384,5077,5461,Sat
2010-03-14,46,12,1,24,1,1,1,358,5902,6260,Sun
2010-03-15,44,12,1,24,1,1,1,374,9609,9983,Mon
2010-03-16,52,12,,7,0,0,0,402,7252,7654,Tue
2010-03-17,54,12,,0,0,0,0,467,6596,7063,Wed
2010-03-18,60,12,,0,0,0,0,511,6219,6730,Thu
2010-03-19,60,12,,0,0,0,0,620,6169,6789,Fri
2010-03-20,64,12,,0,0,0,0,981,2871,3852,Sat
2010-03-21,58,12,,4,0,0,0,820,2630,3450,Sun
2010-03-22,54,12,1,18,1,0,0,425,6425,6850,Mon
2010-03-23,49,12,1,23,1,1,0,419,6797,7216,Tue
2010-03-24,52,12,,3,0,0,0,373,6324,6697,Wed
2010-03-25,55,12,1,6,0,0,0,481,5879,6360,Thu
2010-03-26,43,12,1,9,0,0,0,450,6022,6472,Fri
2010-03-27,36,12,,0,0,0,0,695,3341,4036,Sat
2010-03-28,42,12,1,19,1,0,0,578,2863,3441,Sun
2010-03-29,50,13,1,22,1,1,0,390,6788,7178,Mon
2010-03-30,46,13,1,24,1,1,1,372,9271,9643,Tue
2010-03-31,51,13,1,19,1,1,1,532,6585,7117,Wed
2010-04-01,59,13,,6,0,0,0,531,5615,6146,Thu
2010-04-02,58,13,,0,0,0,0,698,4289,4987,Fri
2010-04-03,57,13,1,2,0,0,0,790,2337,3127,Sat
2010-04-04,62,13,1,2,0,0,0,869,1864,2733,Sun
2010-04-05,66,13,,0,0,0,0,659,5872,6531,Mon
2010-04-06,68,13,,3,0,0,0,578,6140,6718,Tue
2010-04-07,74,13,1,0,0,0,0,542,5883,6425,Wed
2010-04-08,72,13,,0,0,0,0,557,5867,6424,Thu
2010-04-09,56,13,1,23,1,0,0,542,5913,6455,Fri
2010-04-10,52,13,,7,0,0,0,896,2758,3654,Sat
2010-04-11,64,13,,8,0,0,0,918,2027,2945,Sun
2010-04-12,60,13,,0,0,0,0,561,6117,6678,Mon
2010-04-13,52,13,,10,1,0,0,353,5789,6142,Tue
2010-04-14,56,13,,0,0,0,0,614,5576,6190,Wed
2010-04-15,62,13,,6,0,0,0,529,5794,6323,Thu
2010-04-16,52,13,1,20,1,0,0,500,5461,5961,Fri
2010-04-17,50,13,1,23,1,1,0,778,2582,3360,Sat
2010-04-18,50,13,,9,0,0,0,812,2246,3058,Sun
2010-04-19,54,13,,3,0,0,0,483,6295,6778,Mon
2010-04-20,58,14,,0,0,0,0,396,5535,5931,Tue
2010-04-21,61,14,1,4,0,0,0,549,5629,6178,Wed
2010-04-22,62,14,1,4,0,0,0,517,5125,5642,Thu
2010-04-23,56,14,,0,0,0,0,630,4858,5488,Fri
2010-04-24,57,14,,4,0,0,0,970,2445,3415,Sat
2010-04-25,49,14,1,24,1,0,0,663,2214,2877,Sun
2010-04-26,50,14,1,24,1,1,0,417,6148,6565,Mon
2010-04-27,50,14,1,12,1,1,1,447,5744,6191,Tue
2010-04-28,48,14,,7,0,0,0,436,6376,6812,Wed
2010-04-29,57,14,,0,0,0,0,537,5412,5949,Thu
2010-04-30,67,14,,1,0,0,0,730,4592,5322,Fri
2010-05-01,74,14,,0,0,0,0,1010,2227,3237,Sat
2010-05-02,77,14,,1,0,0,0,926,2273,3199,Sun
2010-05-03,74,14,1,12,1,0,0,466,6916,7382,Mon
2010-05-04,72,14,,2,0,0,0,589,5570,6159,Tue
2010-05-05,69,14,,0,0,0,0,602,5658,6260,Wed
2010-05-06,68,14,,0,0,0,0,604,5499,6103,Thu
2010-05-07,62,14,,0,0,0,0,661,4780,5441,Fri
2010-05-08,62,14,1,3,0,0,0,768,3115,3883,Sat
2010-05-09,48,14,,10,1,0,0,618,2933,3551,Sun
2010-05-10,51,14,,0,0,0,0,434,6960,7394,Mon
2010-05-11,50,14,1,6,0,0,0,499,6233,6732,Tue
2010-05-12,46,14,1,24,1,0,0,403,5959,6362,Wed
2010-05-13,55,14,,3,0,0,0,502,5010,5512,Thu
2010-05-14,68,14,1,9,0,0,0,596,4984,5580,Fri
2010-05-15,66,14,,0,0,0,0,972,2200,3172,Sat
2010-05-16,63,14,,1,0,0,0,988,1933,2921,Sun
2010-05-17,64,15,,1,0,0,0,646,5871,6517,Mon
2010-05-18,56,15,1,24,1,0,0,422,5167,5589,Tue
2010-05-19,57,15,1,24,1,1,0,524,5562,6086,Wed
2010-05-20,67,15,,5,0,0,0,710,4902,5612,Thu
2010-05-21,73,15,,0,0,0,0,726,4793,5519,Fri
2010-05-22,66,15,,7,0,0,0,1159,2436,3595,Sat
2010-05-23,64,15,1,17,1,0,0,980,1926,2906,Sun
2010-05-24,66,15,1,17,1,1,0,604,5289,5893,Mon
2010-05-25,72,15,1,0,0,0,0,585,5159,5744,Tue
2010-05-26,78,15,,0,0,0,0,592,5312,5904,Wed
2010-05-27,69,15,1,14,1,0,0,533,5795,6328,Thu
2010-05-28,63,15,,10,1,1,0,642,4430,5072,Fri
2010-05-29,69,15,,8,0,0,0,1066,1961,3027,Sat
2010-05-30,76,15,,0,0,0,0,1076,1544,2620,Sun
2010-05-31,78,15,1,0,0,0,0,1064,2040,3104,Mon
2010-06-01,76,15,1,5,0,0,0,475,5446,5921,Tue
2010-06-02,77,15,,1,0,0,0,399,5534,5933,Wed
2010-06-03,77,15,1,1,0,0,0,373,5253,5626,Thu
2010-06-04,80,15,,1,0,0,0,525,4973,5498,Fri
2010-06-05,82,15,,2,0,0,0,767,2403,3170,Sat
2010-06-06,75,15,1,1,0,0,0,719,2331,3050,Sun
2010-06-07,66,15,,1,0,0,0,533,5924,6457,Mon
2010-06-08,66,15,,3,0,0,0,584,5213,5797,Tue
2010-06-09,62,15,1,14,1,0,0,353,4681,5034,Wed
2010-06-10,66,15,1,16,1,1,0,610,5073,5683,Thu
2010-06-11,64,15,,1,0,0,0,574,4370,4944,Fri
2010-06-12,70,15,1,5,0,0,0,1005,1990,2995,Sat
2010-06-13,72,15,1,15,1,0,0,873,1770,2643,Sun
2010-06-14,72,15,1,15,1,1,0,535,5921,6456,Mon
2010-06-15,72,15,,0,0,0,0,627,5798,6425,Tue
2010-06-16,70,15,,12,1,0,0,534,5485,6019,Wed
2010-06-17,70,15,1,11,1,1,0,514,5122,5636,Thu
2010-06-18,73,15,,0,0,0,0,669,4480,5149,Fri
2010-06-19,72,15,,0,0,0,0,970,2252,3222,Sat
2010-06-20,80,15,1,3,0,0,0,904,2040,2944,Sun
2010-06-21,79,15,,0,0,0,0,576,6167,6743,Mon
2010-06-22,79,15,1,4,0,0,0,453,5959,6412,Tue
2010-06-23,80,15,1,0,0,0,0,367,5831,6198,Wed
2010-06-24,84,15,,2,0,0,0,396,5955,6351,Thu
2010-06-25,79,15,,0,0,0,0,534,5355,5889,Fri
2010-06-26,80,15,,4,0,0,0,809,2503,3312,Sat
2010-06-27,81,15,1,0,0,0,0,630,2520,3150,Sun
2010-06-28,84,15,1,2,0,0,0,340,6856,7196,Mon
2010-06-29,80,15,,5,0,0,0,312,6208,6520,Tue
2010-06-30,70,15,,0,0,0,0,449,5297,5746,Wed
2010-07-01,70,15,,3,0,0,0,564,4932,5496,Thu
2010-07-02,72,15,,1,0,0,0,594,4326,4920,Fri
2010-07-03,77,15,,0,0,0,0,832,2110,2942,Sat
2010-07-04,84,15,,0,0,0,0,697,1557,2254,Sun
2010-07-05,88,15,,0,0,0,0,572,3287,3859,Mon
2010-07-06,92,15,,2,0,0,0,292,7152,7444,Tue
2010-07-07,90,15,,2,0,0,0,265,7695,7960,Wed
2010-07-08,83,15,1,5,0,0,0,339,6671,7010,Thu
2010-07-09,82,15,1,3,0,0,0,461,5312,5773,Fri
2010-07-10,78,15,,3,0,0,0,761,2575,3336,Sat
2010-07-11,82,15,1,1,0,0,0,684,2248,2932,Sun
2010-07-12,84,15,,1,0,0,0,443,6124,6567,Mon
2010-07-13,78,15,1,12,1,0,0,361,6264,6625,Tue
2010-07-14,76,15,1,19,1,1,0,385,5389,5774,Wed
2010-07-15,80,15,1,9,0,0,0,424,5616,6040,Thu
2010-07-16,84,15,1,6,0,0,0,439,5240,5679,Fri
2010-07-17,85,15,,0,0,0,0,758,2930,3688,Sat
2010-07-18,86,15,,0,0,0,0,608,2441,3049,Sun
2010-07-19,82,15,1,3,0,0,0,368,6217,6585,Mon
2010-07-20,82,15,,0,0,0,0,398,6159,6557,Tue
2010-07-21,84,15,,2,0,0,0,353,6073,6426,Wed
2010-07-22,82,15,,0,0,0,0,372,5345,5717,Thu
2010-07-23,80,15,1,3,0,0,0,383,4900,5283,Fri
2010-07-24,88,15,,1,0,0,0,672,3016,3688,Sat
2010-07-25,82,15,1,2,0,0,0,603,2708,3311,Sun
2010-07-26,78,15,,0,0,0,0,392,6132,6524,Mon
2010-07-27,80,15,,0,0,0,0,486,5763,6249,Tue
2010-07-28,82,14,,2,0,0,0,469,5973,6442,Wed
2010-07-29,82,14,1,3,0,0,0,378,5072,5450,Thu
2010-07-30,76,14,,2,0,0,0,518,4561,5079,Fri
2010-07-31,76,14,,1,0,0,0,773,2096,2869,Sat
2010-08-01,75,14,,5,0,0,0,699,1832,2531,Sun
2010-08-02,77,14,1,2,0,0,0,533,5995,6528,Mon
2010-08-03,79,14,,8,0,0,0,538,5724,6262,Tue
2010-08-04,83,14,1,3,0,0,0,453,5720,6173,Wed
2010-08-05,86,14,1,1,0,0,0,378,5671,6049,Thu
2010-08-06,80,14,1,2,0,0,0,489,4914,5403,Fri
2010-08-07,78,14,1,4,0,0,0,911,2232,3143,Sat
2010-08-08,81,14,,10,1,0,0,777,1823,2600,Sun
2010-08-09,84,14,1,0,0,0,0,456,5665,6121,Mon
2010-08-10,85,14,1,2,0,0,0,386,5821,6207,Tue
2010-08-11,84,14,1,2,0,0,0,409,5412,5821,Wed
2010-08-12,72,14,1,16,1,0,0,385,5031,5416,Thu
2010-08-13,75,14,,11,1,1,0,616,4676,5292,Fri
2010-08-14,74,14,1,0,0,0,0,1044,1989,3033,Sat
2010-08-15,72,14,1,17,1,0,0,764,1732,2496,Sun
2010-08-16,78,14,1,14,1,1,0,451,5370,5821,Mon
2010-08-17,82,14,1,0,0,0,0,438,5565,6003,Tue
2010-08-18,79,14,1,0,0,0,0,404,5118,5522,Wed
2010-08-19,80,14,1,1,0,0,0,504,5160,5664,Thu
2010-08-20,82,14,1,0,0,0,0,515,4576,5091,Fri
2010-08-21,76,14,1,2,0,0,0,991,2175,3166,Sat
2010-08-22,74,14,1,22,1,0,0,647,2002,2649,Sun
2010-08-23,68,13,1,24,1,1,0,433,5958,6391,Mon
2010-08-24,67,13,1,24,1,1,1,549,5362,5911,Tue
2010-08-25,66,13,1,22,1,1,1,492,5328,5820,Wed
2010-08-26,74,13,,2,0,0,0,610,4917,5527,Thu
2010-08-27,70,13,1,0,0,0,0,711,4730,5441,Fri
2010-08-28,72,13,,0,0,0,0,1118,2151,3269,Sat
2010-08-29,80,13,1,0,0,0,0,939,1978,2917,Sun
2010-08-30,82,13,1,0,0,0,0,468,5615,6083,Mon
2010-08-31,86,13,1,0,0,0,0,292,5229,5521,Tue
2010-09-01,86,13,1,0,0,0,0,441,5710,6151,Wed
2010-09-02,86,13,1,0,0,0,0,402,5251,5653,Thu
2010-09-03,80,13,1,3,0,0,0,475,5062,5537,Fri
2010-09-04,72,13,1,3,0,0,0,1020,2238,3258,Sat
2010-09-05,70,13,,0,0,0,0,1147,1547,2694,Sun
2010-09-06,70,13,,0,0,0,0,1018,1819,2837,Mon
2010-09-07,78,13,,0,0,0,0,466,5748,6214,Tue
2010-09-08,78,13,1,0,0,0,0,392,5430,5822,Wed
2010-09-09,66,13,,9,0,0,0,530,4927,5457,Thu
2010-09-10,68,13,1,9,0,0,0,700,4625,5325,Fri
2010-09-11,69,13,,1,0,0,0,1047,1903,2950,Sat
2010-09-12,63,13,1,15,1,0,0,878,1787,2665,Sun
2010-09-13,68,13,1,12,1,1,0,449,5646,6095,Mon
2010-09-14,68,13,1,1,0,0,0,564,5399,5963,Tue
2010-09-15,64,12,,0,0,0,0,524,5298,5822,Wed
2010-09-16,64,12,1,14,1,0,0,360,6891,7251,Thu
2010-09-17,65,12,1,14,1,1,0,548,7986,8534,Fri
2010-09-18,64,12,1,15,1,1,1,1094,3261,4355,Sat
2010-09-19,71,12,1,6,0,0,0,952,2458,3410,Sun
2010-09-20,66,12,1,0,0,0,0,534,6182,6716,Mon
2010-09-21,64,12,,0,0,0,0,533,5854,6387,Tue
2010-09-22,76,12,1,2,0,0,0,486,5571,6057,Wed
2010-09-23,74,12,1,2,0,0,0,592,5346,5938,Thu
2010-09-24,76,12,1,3,0,0,0,652,5165,5817,Fri
2010-09-25,78,12,1,2,0,0,0,896,2603,3499,Sat
2010-09-26,68,12,1,5,0,0,0,1027,2218,3245,Sun
2010-09-27,66,12,1,24,1,0,0,443,5948,6391,Mon
2010-09-28,72,12,1,18,1,1,0,452,5967,6419,Tue
2010-09-29,70,12,1,7,0,0,0,557,5629,6186,Wed
2010-09-30,72,12,1,24,1,0,0,446,6125,6571,Thu
2010-10-01,66,12,1,19,1,1,0,532,6540,7072,Fri
2010-10-02,59,12,,0,0,0,0,987,2656,3643,Sat
2010-10-03,57,12,1,9,0,0,0,849,2337,3186,Sun
2010-10-04,54,12,1,24,1,0,0,421,6514,6935,Mon
2010-10-05,57,12,1,24,1,1,0,470,5777,6247,Tue
2010-10-06,59,12,1,13,1,1,1,464,5731,6195,Wed
2010-10-07,62,12,,4,0,0,0,513,5500,6013,Thu
2010-10-08,64,11,,0,0,0,0,687,5045,5732,Fri
2010-10-09,63,11,,0,0,0,0,928,2253,3181,Sat
2010-10-10,58,11,,0,0,0,0,1033,1965,2998,Sun
2010-10-11,66,11,1,5,0,0,0,606,3265,3871,Mon
2010-10-12,62,11,1,8,0,0,0,484,6189,6673,Tue
2010-10-13,56,11,,0,0,0,0,552,5771,6323,Wed
2010-10-14,56,11,1,11,1,0,0,476,5826,6302,Thu
2010-10-15,53,11,1,23,1,1,0,489,5889,6378,Fri
2010-10-16,54,11,,6,0,0,0,795,3913,4708,Sat
2010-10-17,58,11,,1,0,0,0,827,2603,3430,Sun
2010-10-18,55,11,,6,0,0,0,428,6556,6984,Mon
2010-10-19,53,11,1,12,1,0,0,506,6678,7184,Tue
2010-10-20,53,11,1,0,0,0,0,466,6698,7164,Wed
2010-10-21,56,11,1,5,0,0,0,441,6458,6899,Thu
2010-10-22,50,11,,9,0,0,0,502,6408,6910,Fri
2010-10-23,54,11,,9,0,0,0,876,3564,4440,Sat
2010-10-24,60,11,1,3,0,0,0,823,2129,2952,Sun
2010-10-25,64,11,1,6,0,0,0,551,5506,6057,Mon
2010-10-26,68,11,1,15,1,0,0,574,5393,5967,Tue
2010-10-27,70,11,1,20,1,1,0,457,5086,5543,Wed
2010-10-28,65,11,1,6,0,0,0,539,4889,5428,Thu
2010-10-29,52,11,,9,0,0,0,547,5011,5558,Fri
2010-10-30,50,11,,0,0,0,0,795,3387,4182,Sat
2010-10-31,50,10,,4,0,0,0,673,3195,3868,Sun
2010-11-01,43,10,,0,0,0,0,377,7162,7539,Mon
2010-11-02,43,10,,0,0,0,0,497,6850,7347,Tue
2010-11-03,48,10,,2,0,0,0,467,6660,7127,Wed
2010-11-04,49,10,1,24,1,0,0,397,6785,7182,Thu
2010-11-05,48,10,1,16,1,1,0,491,6727,7218,Fri
2010-11-06,46,10,,3,0,0,0,727,3969,4696,Sat
2010-11-07,44,10,1,0,0,0,0,692,3612,4304,Sun
2010-11-08,42,10,1,9,0,0,0,341,8200,8541,Mon
2010-11-09,48,10,1,7,0,0,0,444,7955,8399,Tue
2010-11-10,51,10,1,9,0,0,0,403,7662,8065,Wed
2010-11-11,49,10,,0,0,0,0,451,4625,5076,Thu
2010-11-12,54,10,,0,0,0,0,574,5387,5961,Fri
2010-11-13,55,10,,0,0,0,0,925,2792,3717,Sat
2010-11-14,54,10,,2,0,0,0,795,2261,3056,Sun
2010-11-15,54,10,1,19,1,0,0,484,5839,6323,Mon
2010-11-16,56,10,1,24,1,1,0,442,5799,6241,Tue
2010-11-17,56,10,1,9,0,0,0,383,6191,6574,Wed
2010-11-18,50,10,,8,0,0,0,451,5934,6385,Thu
2010-11-19,44,10,,0,0,0,0,494,5862,6356,Fri
2010-11-20,48,10,,1,0,0,0,703,3242,3945,Sat
2010-11-21,44,10,,1,0,0,0,667,3054,3721,Sun
2010-11-22,55,10,1,9,0,0,0,450,5370,5820,Mon
2010-11-23,56,10,1,1,0,0,0,466,4830,5296,Tue
2010-11-24,46,10,,1,0,0,0,446,5252,5698,Wed
2010-11-25,42,10,1,16,1,0,0,592,2047,2639,Thu
2010-11-26,46,10,1,10,1,1,0,547,3618,4165,Fri
2010-11-27,38,10,,1,0,0,0,580,3897,4477,Sat
2010-11-28,40,10,,0,0,0,0,597,3022,3619,Sun
2010-11-29,42,10,,1,0,0,0,422,6588,7010,Mon
2010-11-30,50,10,1,22,1,0,0,411,6166,6577,Tue
2010-12-01,50,9,1,24,1,1,0,319,7166,7485,Wed
2010-12-02,38,9,,1,0,0,0,363,6608,6971,Thu
2010-12-03,36,9,,7,0,0,0,468,6160,6628,Fri
2010-12-04,36,9,,8,0,0,0,591,4019,4610,Sat
2010-12-05,32,9,,14,1,0,0,593,3704,4297,Sun
2010-12-06,32,9,,18,1,1,0,375,8301,8676,Mon
2010-12-07,33,9,,16,1,1,1,334,8076,8410,Tue
2010-12-08,30,9,,0,0,0,0,333,7415,7748,Wed
2010-12-09,26,9,,2,0,0,0,339,7264,7603,Thu
2010-12-10,30,9,,15,1,0,0,473,6377,6850,Fri
2010-12-11,40,9,,2,0,0,0,647,3400,4047,Sat
2010-12-12,48,9,1,23,1,0,0,618,2604,3222,Sun
2010-12-13,35,9,1,24,1,1,0,401,6901,7302,Mon
2010-12-14,21,9,1,19,1,1,1,371,8283,8654,Tue
2010-12-15,24,9,,2,0,0,0,326,8192,8518,Wed
2010-12-16,26,9,,5,0,0,0,382,7395,7777,Thu
2010-12-17,30,9,,1,0,0,0,433,6233,6666,Fri
2010-12-18,32,9,,2,0,0,0,610,3458,4068,Sat
2010-12-19,34,9,1,15,1,0,0,605,2792,3397,Sun
2010-12-20,31,9,1,0,0,0,0,384,6396,6780,Mon
2010-12-21,33,9,1,1,0,0,0,356,6513,6869,Tue
2010-12-22,33,9,1,9,0,0,0,378,5796,6174,Wed
2010-12-23,32,9,,10,1,0,0,367,5216,5583,Thu
2010-12-24,34,9,,0,0,0,0,557,2569,3126,Fri
2010-12-25,28,9,,15,1,0,0,643,1853,2496,Sat
2010-12-26,26,9,1,21,1,1,0,305,2695,3000,Sun
2010-12-27,24,9,1,11,1,1,1,80,3050,3130,Mon
2010-12-28,31,9,,6,0,0,0,124,4962,5086,Tue
2010-12-29,34,9,,11,1,0,0,244,5816,6060,Wed
2010-12-30,34,9,1,0,0,0,0,329,5312,5641,Thu
2010-12-31,40,9,,1,0,0,0,457,3706,4163,Fri
2011-01-01,46,9,1,7,0,0,0,557,2358,2915,Sat
2011-01-02,44,9,1,22,1,0,0,496,2584,3080,Sun
2011-01-03,32,9,,0,0,0,0,397,6633,7030,Mon
2011-01-04,35,9,,4,0,0,0,332,6182,6514,Tue
2011-01-05,34,9,,0,0,0,0,373,6197,6570,Wed
2011-01-06,30,9,,14,1,0,0,387,5812,6199,Thu
2011-01-07,29,9,1,17,1,1,0,407,4868,5275,Fri
2011-01-08,27,9,1,13,1,1,1,582,3395,3977,Sat
2011-01-09,29,9,,2,0,0,0,535,2901,3436,Sun
2011-01-10,30,9,,0,0,0,0,341,6905,7246,Mon
2011-01-11,27,9,1,10,1,0,0,304,5999,6303,Tue
2011-01-12,28,10,1,14,1,1,0,337,5586,5923,Wed
2011-01-13,24,10,,0,0,0,0,347,6586,6933,Thu
2011-01-14,24,10,,1,0,0,0,410,6194,6604,Fri
2011-01-15,30,10,,15,1,0,0,534,3295,3829,Sat
2011-01-16,32,10,,3,0,0,0,618,2516,3134,Sun
2011-01-17,23,10,,19,1,0,0,464,4281,4745,Mon
2011-01-18,32,10,1,23,1,1,0,358,6956,7314,Tue
2011-01-19,38,10,1,23,1,1,1,372,6419,6791,Wed
2011-01-20,32,10,,10,1,1,1,401,5891,6292,Thu
2011-01-21,25,10,1,11,1,1,1,430,5339,5769,Fri
2011-01-22,18,10,,0,0,0,0,599,4565,5164,Sat
2011-01-23,18,10,,0,0,0,0,496,3904,4400,Sun
2011-01-24,15,10,,6,0,0,0,351,8833,9184,Mon
2011-01-25,30,10,1,21,1,0,0,399,7642,8041,Tue
2011-01-26,32,10,1,20,1,1,0,334,5698,6032,Wed
2011-01-27,32,10,1,12,1,1,1,319,4376,4695,Thu
2011-01-28,31,10,1,19,1,1,1,457,6086,6543,Fri
2011-01-29,32,10,1,14,1,1,1,591,3699,4290,Sat
2011-01-30,33,10,1,5,0,0,0,490,3142,3632,Sun
2011-01-31,26,10,1,5,0,0,0,400,6595,6995,Mon
2011-02-01,28,10,1,24,1,0,0,366,5962,6328,Tue
2011-02-02,32,10,1,19,1,1,0,308,6515,6823,Wed
2011-02-03,29,10,,6,0,0,0,336,7016,7352,Thu
2011-02-04,28,10,,0,0,0,0,424,6169,6593,Fri
2011-02-05,37,10,1,22,1,0,0,619,3230,3849,Sat
2011-02-06,41,10,,3,0,0,0,527,2838,3365,Sun
2011-02-07,40,10,1,14,1,0,0,369,6384,6753,Mon
2011-02-08,30,10,1,12,1,1,0,269,7501,7770,Tue
2011-02-09,22,10,,7,0,0,0,320,7731,8051,Wed
2011-02-10,26,10,,3,0,0,0,396,6730,7126,Thu
2011-02-11,28,11,,0,0,0,0,424,5687,6111,Fri
2011-02-12,35,11,,11,1,0,0,580,3359,3939,Sat
2011-02-13,37,11,,5,0,0,0,572,2543,3115,Sun
2011-02-14,48,11,,5,0,0,0,406,5981,6387,Mon
2011-02-15,31,11,,2,0,0,0,384,6825,7209,Tue
2011-02-16,37,11,,7,0,0,0,419,6381,6800,Wed
2011-02-17,54,11,,13,1,0,0,454,6061,6515,Thu
2011-02-18,56,11,,0,0,0,0,551,5752,6303,Fri
2011-02-19,38,11,,11,1,0,0,532,3844,4376,Sat
2011-02-20,30,11,,4,0,0,0,602,3250,3852,Sun
2011-02-21,30,11,1,19,1,0,0,469,3622,4091,Mon
2011-02-22,26,11,,6,0,0,0,417,6665,7082,Tue
2011-02-23,30,11,,0,0,0,0,411,6339,6750,Wed
2011-02-24,37,11,1,12,1,0,0,427,5347,5774,Thu
2011-02-25,46,11,1,19,1,1,0,467,5800,6267,Fri
2011-02-26,37,11,,8,0,0,0,703,2905,3608,Sat
2011-02-27,44,11,,6,0,0,0,682,2460,3142,Sun
2011-02-28,50,11,1,16,1,0,0,378,5970,6348,Mon
2011-03-01,40,11,,0,0,0,0,400,6384,6784,Tue
2011-03-02,39,11,,2,0,0,0,363,6438,6801,Wed
2011-03-03,26,11,,0,0,0,0,425,6624,7049,Thu
2011-03-04,34,11,,6,0,0,0,502,5437,5939,Fri
