date,avg_temp,daylight_hours,bad_weather,hours_overcast
2013-10-29,50,1033,0,7
2013-10-30,54,1031,1,13
2013-10-31,60,1029,1,26
2013-11-01,64,1026,1,15
2013-11-02,62,1024,0,6
2013-11-03,46,1022,0,10
2013-11-04,40,1019,0,0
2013-11-05,48,1017,0,5
2013-11-06,55,1015,0,5
2013-11-07,54,1013,1,27
2013-11-08,45,1010,0,7
2013-11-09,44,1007,0,4
2013-11-10,52,1005,0,9
2013-11-11,48,1003,0,12
2013-11-12,42,1002,1,18
2013-11-13,34,1000,0,0
2013-11-14,42,998,0,0
2013-11-15,50,995,0,0
2013-11-16,52,993,1,9
2013-11-17,56,991,1,48
2013-11-18,58,990,1,20
2013-11-19,44,988,0,5
2013-11-20,38,986,0,0
2013-11-21,44,984,0,17
2013-11-22,54,982,1,25
2013-11-23,42,980,1,8
2013-11-24,26,979,0,2
2013-11-25,29,977,0,0
2013-11-26,40,976,1,28
2013-11-27,48,974,1,57
2013-11-28,32,973,0,7
2013-11-29,34,972,0,10
2013-11-30,32,970,0,8
2013-12-01,42,929,0,16
2013-12-02,45,927,1,12
2013-12-03,46,926,1,3
2013-12-04,46,925,1,12
2013-12-05,54,924,1,42
2013-12-06,50,923,1,50
2013-12-07,36,922,1,14
2013-12-08,31,921,1,29
2013-12-09,35,920,1,42
2013-12-10,34,919,1,31
2013-12-11,30,918,0,0
2013-12-12,26,917,0,1
2013-12-13,29,918,0,5
2013-12-14,28,917,1,52
2013-12-15,35,916,1,36
2013-12-16,29,915,0,3
2013-12-17,28,916,1,50
2013-12-18,30,915,0,9
2013-12-19,38,915,0,0
2013-12-20,47,915,0,5
2013-12-21,58,914,0,5
2013-12-22,66,915,0,19
2013-12-23,53,914,1,44
2013-12-24,34,915,0,6
2013-12-25,25,916,0,3
2013-12-26,33,915,0,17
2013-12-27,36,916,0,4
2013-12-28,46,917,0,3
2013-12-29,44,916,1,38
2013-12-30,34,917,0,10
2013-12-31,26,918,0,4
2014-01-01,28,919,0,7
2014-01-02,26,920,1,33
2014-01-03,14,921,1,24
2014-01-04,18,922,0,0
2014-01-05,34,923,1,44
2014-01-06,37,924,1,46
2014-01-07,12,924,0,0
2014-01-08,16,925,0,4
2014-01-09,27,926,0,2
2014-01-10,34,927,1,57
2014-01-11,48,929,1,68
2014-01-12,46,931,1,15
2014-01-13,44,932,0,0
2014-01-14,48,933,1,18
2014-01-15,43,935,0,0
2014-01-16,39,936,0,1
2014-01-17,38,938,0,0
2014-01-18,35,939,0,0
2014-01-19,31,941,0,0
2014-01-20,38,943,0,0
2014-01-21,21,985,0,0
2014-01-22,11,986,0,0
2014-01-23,14,988,0,0
2014-01-24,15,990,0,0
2014-01-25,24,993,1,8
2014-01-26,26,994,0,10
2014-01-27,32,996,0,10
2014-01-28,16,998,0,9
2014-01-29,18,1001,1,7
2014-01-30,23,1003,0,0
2014-01-31,32,1005,0,12
2014-02-01,40,1007,1,0
2014-02-02,48,1009,1,12
2014-02-03,35,1012,1,43
2014-02-04,28,1014,1,7
2014-02-05,32,1016,1,60
2014-02-06,26,1018,0,4
2014-02-07,28,1021,0,0
2014-02-08,25,1063,0,8
2014-02-09,26,1065,1,26
2014-02-10,25,1067,0,0
2014-02-11,21,1071,0,0
2014-02-12,19,1073,0,6
2014-02-13,30,1075,1,54
2014-02-14,36,1077,1,19
2014-02-15,32,1080,1,35
2014-02-16,26,1083,0,8
2014-02-17,25,1085,0,0
2014-02-18,32,1088,1,25
2014-02-19,40,1090,1,12
2014-02-20,44,1092,1,19
2014-02-21,42,1096,1,41
2014-02-22,47,1098,0,0
2014-02-23,48,1101,0,6
2014-02-24,36,1103,0,6
2014-02-25,28,1106,0,7
2014-02-26,26,1108,1,18
2014-02-27,24,1112,1,8
2014-02-28,16,1114,0,0
2014-03-01,28,1117,0,9
2014-03-02,36,1119,0,21
2014-03-03,25,1122,1,16
2014-03-04,21,1124,0,3
2014-03-05,32,1127,0,16
2014-03-06,24,1130,0,0
2014-03-07,32,1133,0,28
2014-03-08,46,1136,0,11
2014-03-09,40,1138,0,6
2014-03-10,44,1141,1,22
2014-03-11,56,1143,0,1
2014-03-12,44,1146,1,32
2014-03-13,25,1189,0,11
2014-03-14,34,1191,0,7
2014-03-15,50,1194,0,8
2014-03-16,36,1197,0,8
2014-03-17,29,1200,0,17
2014-03-18,36,1203,0,0
2014-03-19,39,1206,1,39
2014-03-20,47,1208,1,19
2014-03-21,45,1251,0,5
2014-03-22,52,1254,0,5
2014-03-23,34,1256,0,9
2014-03-24,28,1259,0,0
2014-03-25,32,1262,0,14
2014-03-26,30,1264,0,7
2014-03-27,33,1267,0,2
2014-03-28,50,1269,1,23
2014-03-29,51,1272,1,41
2014-03-30,44,1275,1,42
2014-03-31,46,1277,1,21
2014-04-01,50,1280,0,2
2014-04-02,48,1283,0,6
2014-04-03,56,1286,1,4
2014-04-04,44,1289,1,39
2014-04-05,47,1292,1,10
2014-04-06,48,1294,0,0
2014-04-07,48,1297,1,30
2014-04-08,55,1299,1,25
2014-04-09,53,1302,0,0
2014-04-10,50,1305,0,0
2014-04-11,66,1307,0,6
2014-04-12,62,1310,0,6
2014-04-13,66,1312,0,5
2014-04-14,67,1315,0,0
2014-04-15,48,1317,1,60
2014-04-16,40,1320,0,1
2014-04-17,42,1323,0,3
2014-04-18,42,1325,0,5
2014-04-19,54,1328,0,0
2014-04-20,52,1330,0,0
2014-04-21,54,1333,0,0
2014-04-22,61,1335,1,6
2014-04-23,53,1338,0,17
2014-04-24,52,1341,0,0
2014-04-25,54,1343,1,5
2014-04-26,56,1346,1,35
2014-04-27,53,1348,0,9
2014-04-28,56,1390,0,0
2014-04-29,48,1393,1,27
2014-04-30,46,1395,1,82
2014-05-01,64,1397,1,36
2014-05-02,63,1400,0,6
2014-05-03,62,1402,1,10
2014-05-04,60,1404,0,13
2014-05-05,60,1406,0,1
2014-05-06,62,1408,0,6
2014-05-07,60,1411,0,0
2014-05-08,56,1413,1,51
2014-05-09,59,1455,1,52
2014-05-10,70,1457,1,36
2014-05-11,71,1459,1,2
2014-05-12,74,1461,0,9
2014-05-13,63,1463,1,0
2014-05-14,62,1465,1,26
2014-05-15,64,1467,1,51
2014-05-16,64,1469,1,40
2014-05-17,62,1471,0,2
2014-05-18,59,1473,0,6
2014-05-19,60,1475,0,4
2014-05-20,66,1477,0,6
2014-05-21,68,1478,0,16
2014-05-22,63,1480,1,62
2014-05-23,64,1482,1,48
2014-05-24,64,1483,1,30
2014-05-25,68,1484,1,1
2014-05-26,76,1486,0,0
2014-05-27,75,1488,0,4
2014-05-28,59,1489,1,25
2014-05-29,58,1491,0,12
2014-05-30,65,1491,0,9
2014-05-31,65,1493,1,4
2014-06-01,66,1494,0,0
2014-06-02,70,1496,0,0
2014-06-03,76,1496,1,10
2014-06-04,72,1497,1,8
2014-06-05,68,1499,1,45
2014-06-06,68,1499,0,3
2014-06-07,71,1500,0,0
2014-06-08,76,1500,0,1
2014-06-09,68,1502,1,64
2014-06-10,71,1503,1,29
2014-06-11,66,1503,1,30
2014-06-12,66,1504,1,46
2014-06-13,72,1504,1,49
2014-06-14,67,1504,1,6
2014-06-15,70,1505,0,0
2014-06-16,72,1505,0,1
2014-06-17,80,1506,0,1
2014-06-18,82,1506,0,0
2014-06-19,72,1506,1,11
2014-06-20,72,1506,0,0
2014-06-21,70,1506,0,0
2014-06-22,72,1506,0,3
2014-06-23,73,1506,0,0
2014-06-24,74,1506,0,3
2014-06-25,78,1505,1,13
2014-06-26,78,1505,1,7
2014-06-27,75,1505,0,12
2014-06-28,76,1504,0,0
2014-06-29,76,1504,0,0
2014-06-30,76,1503,0,1
2014-07-01,80,1503,0,0
2014-07-02,82,1502,1,14
2014-07-03,78,1502,1,14
2014-07-04,70,1501,1,30
2014-07-05,72,1500,0,0
2014-07-06,75,1499,0,0
2014-07-07,81,1499,1,6
2014-07-08,81,1497,1,6
2014-07-09,80,1496,1,9
2014-07-10,78,1496,0,7
2014-07-11,78,1494,0,6
2014-07-12,78,1493,0,2
2014-07-13,78,1491,1,6
2014-07-14,78,1491,1,34
2014-07-15,79,1489,1,38
2014-07-16,74,1488,1,20
2014-07-17,74,1486,0,4
2014-07-18,72,1484,0,0
2014-07-19,72,1484,0,0
2014-07-20,72,1482,0,0
2014-07-21,76,1480,0,3
2014-07-22,78,1478,0,0
2014-07-23,80,1476,1,7
2014-07-24,75,1475,0,6
2014-07-25,74,1473,0,1
2014-07-26,75,1472,0,5
2014-07-27,78,1470,1,6
2014-07-28,75,1468,1,19
2014-07-29,70,1466,0,2
2014-07-30,72,1464,0,2
2014-07-31,75,1462,0,4
2014-08-01,78,1460,1,3
2014-08-02,68,1458,1,26
2014-08-03,71,1455,1,35
2014-08-04,77,1453,1,11
2014-08-05,80,1451,0,0
2014-08-06,76,1449,0,0
2014-08-07,74,1447,0,3
2014-08-08,74,1445,0,0
2014-08-09,76,1402,0,0
2014-08-10,78,1400,0,0
2014-08-11,79,1398,0,0
2014-08-12,74,1355,1,23
2014-08-13,75,1353,1,36
2014-08-14,70,1351,0,0
2014-08-15,67,1348,0,10
2014-08-16,70,1346,0,0
2014-08-17,74,1343,0,5
2014-08-18,72,1341,0,0
2014-08-19,73,1339,1,1
2014-08-20,77,1336,0,4
2014-08-21,74,1334,1,17
2014-08-22,72,1331,1,18
2014-08-23,72,1329,0,19
2014-08-24,72,1326,0,0
2014-08-25,76,1324,0,0
2014-08-26,80,1321,0,0
2014-08-27,80,1319,0,2
2014-08-28,74,1316,0,1
2014-08-29,70,1313,0,0
2014-08-30,72,1311,0,15
2014-08-31,82,1308,1,24
2014-09-01,82,1306,0,7
2014-09-02,84,1304,0,1
2014-09-03,79,1301,0,0
2014-09-04,78,1299,0,0
2014-09-05,80,1296,1,5
2014-09-06,80,1293,1,17
2014-09-07,73,1291,0,5
2014-09-08,70,1288,0,0
2014-09-09,68,1285,0,26
2014-09-10,72,1283,0,10
2014-09-11,76,1280,0,18
2014-09-12,70,1277,0,5
2014-09-13,64,1275,1,54
2014-09-14,62,1272,0,0
2014-09-15,63,1269,0,0
2014-09-16,64,1267,1,29
2014-09-17,64,1264,0,0
2014-09-18,66,1261,0,1
2014-09-19,60,1219,0,3
2014-09-20,66,1216,0,5
2014-09-21,71,1213,1,46
2014-09-22,63,1210,1,5
2014-09-23,62,1208,0,0
2014-09-24,64,1205,0,3
2014-09-25,60,1202,1,27
2014-09-26,68,1200,0,0
2014-09-27,72,1197,0,0
2014-09-28,74,1194,0,0
2014-09-29,73,1192,0,5
2014-09-30,66,1189,1,44
2014-10-01,63,1186,1,42
2014-10-02,66,1184,0,27
2014-10-03,64,1181,0,5
2014-10-04,60,1178,1,40
2014-10-05,54,1176,0,0
2014-10-06,60,1173,0,0
2014-10-07,67,1170,1,12
2014-10-08,68,1168,1,9
2014-10-09,62,1125,0,0
2014-10-10,58,1123,0,10
2014-10-11,55,1119,1,38
2014-10-12,56,1117,0,0
2014-10-13,58,1114,1,35
2014-10-14,70,1111,1,16
2014-10-15,73,1109,1,47
2014-10-16,66,1106,1,32
2014-10-17,65,1104,0,6
2014-10-18,63,1101,0,18
2014-10-19,50,1099,0,10
2014-10-20,51,1096,1,0
2014-10-21,61,1094,1,14
2014-10-22,54,1091,1,54
2014-10-23,52,1088,1,42
2014-10-24,57,1086,0,8
2014-10-25,58,1083,1,2
2014-10-26,58,1081,0,14
2014-10-27,56,1039,0,0
2014-10-28,62,1036,0,0
2014-10-29,62,1033,1,7
2014-10-30,53,1031,0,1
2014-10-31,50,1029,1,20
2014-11-01,44,1026,1,27
2014-11-02,44,1024,0,9
2014-11-03,50,1022,0,6
2014-11-04,60,1019,0,6
2014-11-05,60,1017,0,3
2014-11-06,52,1015,1,45
2014-11-07,46,1013,0,14
2014-11-08,42,1010,0,1
2014-11-09,52,1007,0,7
2014-11-10,52,1005,0,0
2014-11-11,56,1003,1,20
2014-11-12,56,1002,1,36
2014-11-13,42,1000,1,20
2014-11-14,38,998,1,16
2014-11-15,38,995,0,0
2014-11-16,40,993,1,20
2014-11-17,46,991,1,76
2014-11-18,34,990,0,0
2014-11-19,29,988,0,4
2014-11-20,38,986,0,7
2014-11-21,32,984,0,0
2014-11-22,36,982,0,7
2014-11-23,50,980,0,11
2014-11-24,61,979,1,31
2014-11-25,60,977,0,0
2014-11-26,42,976,1,39
2014-11-27,36,974,1,45
2014-11-28,33,973,0,2
2014-11-29,36,972,0,14
2014-11-30,50,970,0,21
2014-12-01,54,929,1,18
2014-12-02,39,927,1,26
2014-12-03,44,926,1,36
2014-12-04,41,925,0,0
2014-12-05,39,924,1,30
2014-12-06,44,923,1,66
2014-12-07,36,922,1,2
2014-12-08,30,921,0,18
2014-12-09,39,920,1,52
2014-12-10,36,919,1,46
2014-12-11,34,918,1,26
2014-12-12,35,917,0,18
2014-12-13,39,918,0,2
2014-12-14,42,917,0,9
2014-12-15,42,916,0,0
2014-12-16,44,915,1,33
2014-12-17,48,916,1,29
2014-12-18,40,915,0,11
2014-12-19,34,915,0,12
2014-12-20,32,915,0,26
2014-12-21,34,914,1,33
2014-12-22,40,915,1,33
2014-12-23,44,914,1,57
2014-12-24,51,915,1,62
2014-12-25,53,916,1,19
2014-12-26,45,915,0,0
2014-12-27,50,916,0,1
2014-12-28,48,917,1,14
2014-12-29,39,916,0,0
2014-12-30,31,917,0,5
2014-12-31,30,918,0,4
2015-01-01,33,919,0,0
2015-01-02,38,920,0,3
2015-01-03,38,921,1,48
2015-01-04,48,922,1,48
2015-01-05,36,923,0,2
2015-01-06,20,924,1,28
2015-01-07,16,924,0,0
2015-01-08,14,925,0,0
2015-01-09,26,926,1,21
2015-01-10,20,927,0,0
2015-01-11,28,929,0,8
2015-01-12,37,931,1,52
2015-01-13,26,932,0,9
2015-01-14,24,933,0,17
2015-01-15,30,935,0,8
2015-01-16,32,936,1,2
2015-01-17,24,938,0,0
2015-01-18,36,939,1,54
2015-01-19,39,941,0,19
2015-01-20,36,943,0,12
2015-01-21,30,985,0,12
2015-01-22,36,986,1,26
2015-01-23,34,988,0,3
2015-01-24,36,990,1,48
2015-01-25,36,993,0,8
2015-01-26,26,994,1,53
2015-01-27,25,996,1,32
2015-01-28,25,998,0,0
2015-01-29,28,1001,1,11
2015-01-30,28,1003,1,33
2015-01-31,20,1005,0,0
2015-02-01,28,1007,1,24
2015-02-02,24,1009,1,56
2015-02-03,20,1012,0,0
2015-02-04,34,1014,0,13
2015-02-05,28,1016,0,8
2015-02-06,20,1018,0,3
2015-02-07,32,1021,1,26
2015-02-08,33,1063,1,28
2015-02-09,27,1065,1,28
2015-02-10,33,1067,1,22
2015-02-11,28,1071,0,1
2015-02-12,28,1073,1,25
2015-02-13,14,1075,0,0
2015-02-14,24,1077,1,39
2015-02-15,14,1080,1,16
2015-02-16,12,1083,0,4
2015-02-17,20,1085,1,32
2015-02-18,26,1088,1,11
2015-02-19,18,1090,0,7
2015-02-20,10,1092,0,0
2015-02-21,22,1096,1,30
2015-02-22,38,1098,1,30
2015-02-23,23,1101,0,6
2015-02-24,14,1103,0,1
2015-02-25,28,1106,0,0
2015-02-26,26,1108,1,15
2015-02-27,24,1112,0,3
2015-02-28,21,1114,0,0
2015-03-01,28,1117,1,42
2015-03-02,33,1119,1,18
2015-03-03,30,1122,1,28
2015-03-04,40,1124,1,39
2015-03-05,30,1127,1,57
2015-03-06,20,1130,0,0
2015-03-07,28,1133,0,6
2015-03-08,43,1136,0,8
2015-03-09,47,1138,1,6
2015-03-10,46,1141,1,27
2015-03-11,52,1143,1,13
2015-03-12,42,1146,0,0
2015-03-13,37,1189,0,1
2015-03-14,46,1191,1,43
2015-03-15,40,1194,0,18
2015-03-16,44,1197,0,3
2015-03-17,46,1200,1,10
2015-03-18,34,1203,0,5
2015-03-19,36,1206,0,1
2015-03-20,34,1208,1,30
2015-03-21,38,1251,1,30
2015-03-22,36,1254,0,0
2015-03-23,30,1256,0,0
2015-03-24,36,1259,0,7
2015-03-25,42,1262,1,16
2015-03-26,52,1264,1,59
2015-03-27,42,1267,1,42
2015-03-28,33,1269,1,25
2015-03-29,36,1272,0,7
2015-03-30,45,1275,1,18
2015-03-31,41,1277,1,11
2015-04-01,42,1280,0,1
2015-04-02,54,1283,0,3
2015-04-03,62,1286,1,28
2015-04-04,51,1289,1,13
2015-04-05,52,1292,0,9
2015-04-06,52,1294,0,1
2015-04-07,52,1297,1,30
2015-04-08,41,1299,1,32
2015-04-09,40,1302,1,34
2015-04-10,48,1305,1,37
2015-04-11,50,1307,0,0
2015-04-12,54,1310,0,0
2015-04-13,59,1312,0,0
2015-04-14,60,1315,0,16
2015-04-15,62,1317,0,0
2015-04-16,58,1320,0,0
2015-04-17,63,1323,1,21
2015-04-18,70,1325,0,0
2015-04-19,56,1328,0,0
2015-04-20,52,1330,1,57
2015-04-21,58,1333,1,22
2015-04-22,58,1335,1,11
2015-04-23,46,1338,0,8
2015-04-24,46,1341,0,9
2015-04-25,50,1343,0,0
2015-04-26,55,1346,0,7
2015-04-27,56,1348,0,15
2015-04-28,60,1390,0,2
2015-04-29,64,1393,0,3
2015-04-30,58,1395,0,7
2015-05-01,56,1397,0,12
2015-05-02,61,1400,1,7
2015-05-03,66,1402,0,0
2015-05-04,71,1404,0,2
2015-05-05,76,1406,0,4
2015-05-06,66,1408,0,16
2015-05-07,68,1411,1,0
2015-05-08,69,1413,1,0
2015-05-09,64,1455,1,39
2015-05-10,72,1457,1,17
2015-05-11,77,1459,1,19
2015-05-12,75,1461,1,8
2015-05-13,62,1463,0,6
2015-05-14,62,1465,0,0
2015-05-15,65,1467,0,5
2015-05-16,66,1469,1,28
2015-05-17,74,1471,1,12
2015-05-18,68,1473,1,35
2015-05-19,70,1475,1,25
2015-05-20,60,1477,0,2
2015-05-21,57,1478,0,20
2015-05-22,64,1480,0,10
2015-05-23,60,1482,0,0
2015-05-24,68,1483,0,0
2015-05-25,74,1484,0,0
2015-05-26,78,1486,0,0
2015-05-27,78,1488,1,8
2015-05-28,78,1489,1,11
2015-05-29,75,1491,0,0
2015-05-30,76,1491,0,0
2015-05-31,72,1493,1,28
2015-06-01,54,1494,1,38
2015-06-02,52,1496,1,45
2015-06-03,61,1496,0,18
2015-06-04,60,1497,0,11
2015-06-05,62,1499,1,47
2015-06-06,68,1499,1,23
2015-06-07,64,1500,0,1
2015-06-08,71,1500,1,12
2015-06-09,76,1502,1,16
2015-06-10,74,1503,0,0
2015-06-11,80,1503,1,3
2015-06-12,80,1504,1,0
2015-06-13,79,1504,0,2
2015-06-14,77,1504,1,9
2015-06-15,74,1505,1,63
2015-06-16,72,1505,1,30
2015-06-17,74,1506,1,3
2015-06-18,68,1506,0,25
2015-06-19,78,1506,0,18
2015-06-20,70,1506,1,29
2015-06-21,80,1506,1,41
2015-06-22,78,1506,0,0
2015-06-23,82,1506,0,0
2015-06-24,76,1506,0,0
2015-06-25,74,1505,0,5
2015-06-26,76,1505,0,9
2015-06-27,64,1505,1,39
2015-06-28,68,1504,1,43
2015-06-29,70,1504,0,8
2015-06-30,75,1503,1,16
2015-07-01,76,1503,1,13
2015-07-02,74,1502,0,0
2015-07-03,74,1502,0,0
2015-07-04,72,1501,1,13
2015-07-05,76,1500,0,4
2015-07-06,78,1499,1,8
2015-07-07,82,1499,1,17
2015-07-08,82,1497,1,7
2015-07-09,74,1496,1,36
2015-07-10,78,1496,1,9
2015-07-11,78,1494,0,0
2015-07-12,80,1493,0,0
2015-07-13,80,1491,0,0
2015-07-14,78,1491,1,18
2015-07-15,77,1489,1,26
2015-07-16,72,1488,0,4
2015-07-17,74,1486,0,2
2015-07-18,78,1484,1,17
2015-07-19,86,1484,0,0
2015-07-20,88,1482,0,0
2015-07-21,82,1480,0,8
2015-07-22,77,1478,0,0
2015-07-23,77,1476,0,0
2015-07-24,78,1475,0,2
2015-07-25,78,1473,0,1
2015-07-26,82,1472,0,9
2015-07-27,78,1470,1,10
2015-07-28,85,1468,1,1
2015-07-29,87,1466,0,0
2015-07-30,82,1464,1,33
2015-07-31,80,1462,1,0
2015-08-01,82,1460,0,6
2015-08-02,80,1458,0,0
2015-08-03,82,1455,0,1
2015-08-04,79,1453,1,7
2015-08-05,80,1451,0,1
2015-08-06,75,1449,0,0
2015-08-07,76,1447,0,0
2015-08-08,75,1445,0,1
2015-08-09,76,1402,0,1
2015-08-10,77,1400,0,16
2015-08-11,76,1398,1,43
2015-08-12,78,1355,0,4
2015-08-13,75,1353,0,1
2015-08-14,78,1351,0,0
2015-08-15,82,1348,0,0
2015-08-16,84,1346,0,2
2015-08-17,86,1343,0,6
2015-08-18,82,1341,1,9
2015-08-19,82,1339,0,1
2015-08-20,82,1336,0,10
2015-08-21,79,1334,1,21
2015-08-22,78,1331,1,0
2015-08-23,78,1329,0,3
2015-08-24,80,1326,0,3
2015-08-25,82,1324,0,5
2015-08-26,76,1321,0,0
2015-08-27,74,1319,0,1
2015-08-28,72,1316,0,0
2015-08-29,77,1313,0,0
2015-08-30,81,1311,1,4
2015-08-31,84,1308,0,1
2015-09-01,83,1306,0,0
2015-09-02,82,1304,1,0
2015-09-03,84,1301,1,0
2015-09-04,79,1299,1,4
2015-09-05,75,1296,0,0
2015-09-06,76,1293,0,0
2015-09-07,81,1291,0,0
2015-09-08,86,1288,0,0
2015-09-09,83,1285,1,8
2015-09-10,74,1283,1,59
2015-09-11,74,1280,1,18
2015-09-12,74,1277,1,20
2015-09-13,71,1275,1,14
2015-09-14,68,1272,0,0
2015-09-15,73,1269,0,0
2015-09-16,77,1267,0,0
2015-09-17,78,1264,0,0
2015-09-18,78,1261,0,0
2015-09-19,76,1219,1,0
2015-09-20,72,1216,0,7
2015-09-21,66,1213,0,2
2015-09-22,66,1210,0,7
2015-09-23,70,1208,0,0
2015-09-24,71,1205,0,0
2015-09-25,70,1202,0,0
2015-09-26,66,1200,0,0
2015-09-27,64,1197,0,7
2015-09-28,72,1194,0,16
2015-09-29,78,1192,1,22
2015-09-30,69,1189,1,40
2015-10-01,60,1186,1,21
2015-10-02,52,1184,1,44
2015-10-03,52,1181,1,37
2015-10-04,58,1178,0,16
2015-10-05,60,1176,0,8
2015-10-06,62,1173,0,1
2015-10-07,66,1170,0,3
2015-10-08,66,1168,0,3
2015-10-09,70,1125,1,23
2015-10-10,58,1123,0,0
2015-10-11,61,1119,0,0
2015-10-12,66,1117,0,0
2015-10-13,66,1114,0,15
2015-10-14,63,1111,0,8
2015-10-15,58,1109,0,0
2015-10-16,58,1106,0,2
2015-10-17,49,1104,0,1
2015-10-18,44,1101,0,0
2015-10-19,44,1099,0,1
2015-10-20,59,1096,0,6
2015-10-21,66,1094,0,0
2015-10-22,66,1091,0,1
2015-10-23,55,1088,1,0
2015-10-24,48,1086,0,14
2015-10-25,58,1083,1,21
2015-10-26,52,1081,0,0
2015-10-27,52,1039,0,1
2015-10-28,61,1036,1,56
2015-10-29,65,1033,1,9
2015-10-30,54,1031,0,0
2015-10-31,49,1029,0,0
2015-11-01,60,1026,0,10
2015-11-02,58,1024,0,0
2015-11-03,60,1022,0,0
2015-11-04,63,1019,1,0
2015-11-05,64,1017,1,40
2015-11-06,70,1015,1,20
2015-11-07,62,1013,0,10
2015-11-08,51,1010,0,0
2015-11-09,51,1007,0,0
2015-11-10,54,1005,1,37
2015-11-11,54,1003,1,39
2015-11-12,56,1002,1,32
2015-11-13,52,1000,0,1
2015-11-14,46,998,0,0
2015-11-15,48,995,0,0
2015-11-16,59,993,0,0
2015-11-17,46,991,0,1
2015-11-18,52,990,0,26
2015-11-19,60,988,1,44
2015-11-20,55,986,0,5
2015-11-21,48,984,0,5
2015-11-22,48,982,1,17
2015-11-23,38,980,0,0
2015-11-24,39,979,0,7
2015-11-25,43,977,0,0
2015-11-26,50,976,0,0
2015-11-27,58,974,1,0
2015-11-28,54,973,0,0
2015-11-29,44,972,0,0
2015-11-30,53,970,0,8
2015-12-01,48,929,1,33
2015-12-02,52,927,1,35
2015-12-03,50,926,0,8
2015-12-04,46,925,0,2
2015-12-05,46,924,0,0
2015-12-06,46,923,0,0
2015-12-07,48,922,0,0
2015-12-08,45,921,0,8
2015-12-09,48,920,0,22
2015-12-10,56,919,0,3
2015-12-11,56,918,0,0
2015-12-12,60,917,1,7
2015-12-13,61,918,1,5
2015-12-14,60,917,1,42
2015-12-15,60,916,1,12
2015-12-16,50,915,1,23
2015-12-17,54,916,1,48
2015-12-18,48,915,1,23
2015-12-19,38,915,0,10
2015-12-20,38,915,0,6
2015-12-21,48,914,0,6
2015-12-22,58,915,1,33
2015-12-23,58,914,1,58
2015-12-24,68,915,1,16
2015-12-25,62,916,1,24
2015-12-26,53,915,1,26
2015-12-27,54,916,1,46
2015-12-28,40,917,1,9
2015-12-29,40,916,1,45
2015-12-30,43,917,1,34
2015-12-31,45,918,0,28
2016-01-01,38,919,0,15
2016-01-02,36,920,0,6
2016-01-03,40,921,0,1
2016-01-04,25,922,0,8
2016-01-05,20,923,0,0
2016-01-06,33,924,0,0
2016-01-07,38,924,0,8
2016-01-08,38,925,0,16
2016-01-09,44,926,1,33
2016-01-10,50,927,1,41
2016-01-11,33,929,0,2
2016-01-12,34,931,0,8
2016-01-13,26,932,0,2
2016-01-14,30,933,0,22
2016-01-15,42,935,0,7
2016-01-16,47,936,1,32
2016-01-17,36,938,1,36
2016-01-18,24,939,1,3
2016-01-19,22,941,0,2
2016-01-20,32,943,0,6
2016-01-21,31,985,0,4
2016-01-22,26,986,1,10
2016-01-23,26,988,1,50
2016-01-24,28,990,1,12
2016-01-25,34,993,0,5
2016-01-26,43,994,0,4
2016-01-27,40,996,1,7
2016-01-28,37,998,0,4
2016-01-29,36,1001,0,10
2016-01-30,34,1003,0,0
2016-01-31,46,1005,0,0
2016-02-01,52,1007,1,7
2016-02-02,44,1009,0,0
2016-02-03,50,1012,1,38
2016-02-04,52,1014,1,31
2016-02-05,38,1016,1,33
2016-02-06,35,1018,0,0
2016-02-07,40,1021,0,0
2016-02-08,34,1063,1,40
2016-02-09,32,1065,1,24
2016-02-10,35,1067,1,40
2016-02-11,24,1071,1,12
2016-02-12,21,1073,0,10
2016-02-13,14,1075,0,3
2016-02-14,7,1077,0,0
2016-02-15,24,1080,1,45
2016-02-16,44,1083,1,55
2016-02-17,37,1085,0,18
2016-02-18,32,1088,0,0
2016-02-19,32,1090,0,12
2016-02-20,50,1092,0,7
2016-02-21,50,1096,1,10
2016-02-22,45,1098,0,1
2016-02-23,38,1101,1,31
2016-02-24,48,1103,1,78
2016-02-25,49,1106,1,27
2016-02-26,34,1108,0,6
2016-02-27,34,1112,0,0
2016-02-28,49,1114,0,0
2016-02-29,54,1117,1,3
2016-03-01,46,1119,0,6
2016-03-02,42,1122,1,11
2016-03-03,31,1124,0,6
2016-03-04,34,1127,1,48
2016-03-05,34,1130,0,7
2016-03-06,38,1133,0,8
2016-03-07,48,1136,1,0
2016-03-08,57,1138,1,3
2016-03-09,60,1141,1,0
2016-03-10,71,1143,0,8
2016-03-11,58,1146,1,14
2016-03-12,50,1189,0,0
2016-03-13,56,1191,1,7
2016-03-14,46,1194,1,36
2016-03-15,50,1197,1,21
2016-03-16,56,1200,1,6
2016-03-17,54,1203,0,7
2016-03-18,50,1206,0,5
2016-03-19,41,1208,0,3
2016-03-20,38,1251,1,35
2016-03-21,41,1254,1,22
2016-03-22,46,1256,0,1
2016-03-23,60,1259,0,0
2016-03-24,50,1262,1,15
2016-03-25,58,1264,1,22
2016-03-26,46,1267,0,3
2016-03-27,49,1269,0,16
2016-03-28,52,1272,1,42
2016-03-29,46,1275,0,1
2016-03-30,46,1277,0,0
2016-03-31,61,1280,0,3
2016-04-01,70,1283,1,26
2016-04-02,55,1286,1,25
