date,avg_temp,daylight_hours,bad_weather,hours_overcast,gloomy_today,gloomy_past_two_days,gloomy_past_three_days
2012-08-26,76,13,,2,0,0,0
2012-08-27,76,13,1,9,0,0,0
2012-08-28,80,13,1,4,0,0,0
2012-08-29,73,13,,0,0,0,0
2012-08-30,72,13,,0,0,0,0
2012-08-31,80,13,,0,0,0,0
2012-09-01,82,13,,3,0,0,0
2012-09-02,76,13,,10,1,0,0
2012-09-03,75,13,,22,1,1,0
2012-09-04,75,13,1,20,1,1,1
2012-09-05,76,13,1,13,1,1,1
2012-09-06,74,13,,1,0,0,0
2012-09-07,79,13,,1,0,0,0
2012-09-08,72,13,1,15,1,0,0
2012-09-09,70,13,,4,0,0,0
2012-09-10,65,13,,0,0,0,0
2012-09-11,64,13,,0,0,0,0
2012-09-12,70,13,,0,0,0,0
2012-09-13,72,13,,0,0,0,0
2012-09-14,72,12,,0,0,0,0
2012-09-15,66,12,,3,0,0,0
2012-09-16,66,12,,0,0,0,0
2012-09-17,68,12,,2,0,0,0
2012-09-18,71,12,1,24,1,0,0
2012-09-19,64,12,1,7,0,0,0
2012-09-20,62,12,,8,0,0,0
2012-09-21,68,12,,6,0,0,0
2012-09-22,68,12,1,10,1,0,0
2012-09-23,62,12,,1,0,0,0
2012-09-24,60,12,,5,0,0,0
2012-09-25,63,12,,2,0,0,0
2012-09-26,70,12,,20,1,0,0
2012-09-27,69,12,1,10,1,1,0
2012-09-28,64,12,1,22,1,1,1
2012-09-29,61,12,1,23,1,1,1
2012-09-30,62,12,,9,0,0,0
2012-10-01,61,12,,1,0,0,0
2012-10-02,66,12,1,23,1,0,0
2012-10-03,68,12,1,22,1,1,0
2012-10-04,70,12,1,10,1,1,1
2012-10-05,70,12,1,0,0,0,0
2012-10-06,66,12,,3,0,0,0
2012-10-07,50,11,1,16,1,0,0
2012-10-08,50,11,,7,0,0,0
2012-10-09,54,11,1,24,1,0,0
2012-10-10,60,11,1,14,1,1,0
2012-10-11,53,11,,0,0,0,0
2012-10-12,49,11,,3,0,0,0
2012-10-13,46,11,,0,0,0,0
2012-10-14,62,11,,7,0,0,0
2012-10-15,65,11,1,11,1,0,0
2012-10-16,54,11,,0,0,0,0
2012-10-17,52,11,,0,0,0,0
2012-10-18,58,11,,8,0,0,0
2012-10-19,64,11,1,22,1,0,0
2012-10-20,62,11,1,2,0,0,0
2012-10-21,57,11,,0,0,0,0
2012-10-22,58,11,,0,0,0,0
2012-10-23,60,11,1,10,1,0,0
2012-10-24,58,11,1,24,1,1,0
2012-10-25,58,11,,24,1,1,1
2012-10-26,61,11,,24,1,1,1
2012-10-27,62,11,,14,1,1,1
2012-10-28,57,11,,18,1,1,1
2012-10-29,57,11,1,24,1,1,1
2012-10-30,50,10,1,23,1,1,1
2012-10-31,47,10,1,20,1,1,1
2012-11-01,47,10,,11,1,1,1
2012-11-02,48,10,,20,1,1,1
2012-11-03,46,10,,6,0,0,0
2012-11-04,45,10,,8,0,0,0
2012-11-05,40,10,,8,0,0,0
2012-11-06,36,10,,0,0,0,0
2012-11-07,36,10,1,16,1,0,0
2012-11-08,40,10,1,18,1,1,0
2012-11-09,44,10,,0,0,0,0
2012-11-10,48,10,1,11,1,0,0
2012-11-11,57,10,1,2,0,0,0
2012-11-12,57,10,1,6,0,0,0
2012-11-13,51,10,1,21,1,0,0
2012-11-14,42,10,,0,0,0,0
2012-11-15,40,10,,0,0,0,0
2012-11-16,42,10,,0,0,0,0
2012-11-17,45,10,,0,0,0,0
2012-11-18,44,10,,1,0,0,0
2012-11-19,42,10,,6,0,0,0
2012-11-20,46,10,,0,0,0,0
2012-11-21,46,10,,0,0,0,0
2012-11-22,48,10,,0,0,0,0
2012-11-23,50,10,1,6,0,0,0
2012-11-24,42,10,,4,0,0,0
2012-11-25,36,10,,9,0,0,0
2012-11-26,42,10,,1,0,0,0
2012-11-27,38,10,1,24,1,0,0
2012-11-28,38,10,,4,0,0,0
2012-11-29,38,10,,0,0,0,0
2012-11-30,42,9,,14,1,0,0
2012-12-01,38,9,1,24,1,1,0
2012-12-02,46,9,1,17,1,1,1
2012-12-03,54,9,1,4,0,0,0
2012-12-04,54,9,1,12,1,0,0
2012-12-05,46,9,1,7,0,0,0
2012-12-06,34,9,,0,0,0,0
2012-12-07,40,9,1,17,1,0,0
2012-12-08,47,9,1,22,1,1,0
2012-12-09,46,9,1,19,1,1,1
2012-12-10,52,9,1,24,1,1,1
2012-12-11,50,9,1,19,1,1,1
2012-12-12,40,9,1,0,0,0,0
2012-12-13,41,9,,0,0,0,0
2012-12-14,42,9,,0,0,0,0
2012-12-15,42,9,,2,0,0,0
2012-12-16,44,9,1,23,1,0,0
2012-12-17,42,9,1,24,1,1,0
2012-12-18,48,9,1,17,1,1,1
2012-12-19,43,9,,3,0,0,0
2012-12-20,41,9,1,8,0,0,0
2012-12-21,46,9,1,24,1,0,0
2012-12-22,37,9,1,16,1,1,0
2012-12-23,38,9,,3,0,0,0
2012-12-24,36,9,1,6,0,0,0
2012-12-25,36,9,1,16,1,0,0
2012-12-26,34,9,1,13,1,1,0
2012-12-27,34,9,1,23,1,1,1
2012-12-28,34,9,,6,0,0,0
2012-12-29,32,9,1,17,1,0,0
2012-12-30,31,9,,2,0,0,0
2012-12-31,33,9,,10,1,0,0
2013-01-01,33,9,,13,1,1,0
2013-01-02,28,9,1,0,0,0,0
2013-01-03,28,9,,6,0,0,0
2013-01-04,34,9,,5,0,0,0
2013-01-05,37,9,,1,0,0,0
2013-01-06,40,9,1,13,1,0,0
2013-01-07,41,9,,0,0,0,0
2013-01-08,42,9,,0,0,0,0
2013-01-09,44,9,1,6,0,0,0
2013-01-10,44,9,,0,0,0,0
2013-01-11,42,9,1,13,1,0,0
2013-01-12,44,10,1,24,1,1,0
2013-01-13,46,10,1,24,1,1,1
2013-01-14,47,10,1,21,1,1,1
2013-01-15,36,10,1,24,1,1,1
2013-01-16,34,10,1,21,1,1,1
2013-01-17,39,10,,7,0,0,0
2013-01-18,30,10,,7,0,0,0
2013-01-19,40,10,,1,0,0,0
2013-01-20,42,10,,0,0,0,0
2013-01-21,29,10,,14,1,0,0
2013-01-22,20,10,,3,0,0,0
2013-01-23,16,10,,3,0,0,0
2013-01-24,17,10,,4,0,0,0
2013-01-25,18,10,1,8,0,0,0
2013-01-26,21,10,,2,0,0,0
2013-01-27,26,10,,0,0,0,0
2013-01-28,32,10,1,20,1,0,0
2013-01-29,42,10,1,22,1,1,0
2013-01-30,49,10,1,23,1,1,1
2013-01-31,46,10,1,9,0,0,0
2013-02-01,28,10,,6,0,0,0
2013-02-02,24,10,1,10,1,0,0
2013-02-03,27,10,1,14,1,1,0
2013-02-04,26,10,,3,0,0,0
2013-02-05,30,10,1,24,1,0,0
2013-02-06,34,10,1,9,0,0,0
2013-02-07,29,10,,7,0,0,0
2013-02-08,30,10,1,24,1,0,0
2013-02-09,26,10,1,7,0,0,0
2013-02-10,27,10,,0,0,0,0
2013-02-11,40,11,1,21,1,0,0
2013-02-12,40,11,,8,0,0,0
2013-02-13,38,11,1,8,0,0,0
2013-02-14,40,11,1,4,0,0,0
2013-02-15,46,11,1,5,0,0,0
2013-02-16,36,11,1,24,1,0,0
2013-02-17,25,11,,5,0,0,0
2013-02-18,26,11,,1,0,0,0
2013-02-19,41,11,1,10,1,0,0
2013-02-20,32,11,,7,0,0,0
2013-02-21,29,11,,4,0,0,0
2013-02-22,32,11,,8,0,0,0
2013-02-23,39,11,1,24,1,0,0
2013-02-24,40,11,1,20,1,1,0
2013-02-25,38,11,,11,1,1,1
2013-02-26,40,11,1,14,1,1,1
2013-02-27,42,11,1,21,1,1,1
2013-02-28,45,11,1,20,1,1,1
2013-03-01,40,11,,15,1,1,1
2013-03-02,36,11,1,22,1,1,1
2013-03-03,34,11,1,14,1,1,1
2013-03-04,34,11,1,2,0,0,0
2013-03-05,40,11,,3,0,0,0
2013-03-06,40,12,,22,1,0,0
2013-03-07,36,12,1,24,1,1,0
2013-03-08,36,12,1,21,1,1,1
2013-03-09,45,12,,0,0,0,0
2013-03-10,43,12,,0,0,0,0
2013-03-11,47,12,1,19,1,0,0
2013-03-12,50,12,1,19,1,1,0
2013-03-13,45,12,,3,0,0,0
2013-03-14,35,12,,9,0,0,0
2013-03-15,38,12,,13,1,0,0
2013-03-16,36,12,1,17,1,1,0
2013-03-17,34,12,,0,0,0,0
2013-03-18,32,12,1,12,1,0,0
2013-03-19,38,12,1,17,1,1,0
2013-03-20,38,12,1,7,0,0,0
2013-03-21,35,12,,21,1,0,0
2013-03-22,34,12,,7,0,0,0
2013-03-23,39,12,,4,0,0,0
2013-03-24,40,12,,0,0,0,0
2013-03-25,38,12,1,20,1,0,0
2013-03-26,45,12,,13,1,1,0
2013-03-27,44,12,,6,0,0,0
2013-03-28,44,12,,9,0,0,0
2013-03-29,48,13,,5,0,0,0
2013-03-30,50,13,,0,0,0,0
2013-03-31,49,13,1,12,1,0,0
2013-04-01,50,13,1,9,0,0,0
2013-04-02,38,13,,0,0,0,0
2013-04-03,40,13,,0,0,0,0
2013-04-04,43,13,,0,0,0,0
2013-04-05,52,13,,4,0,0,0
2013-04-06,44,13,,0,0,0,0
2013-04-07,48,13,,3,0,0,0
2013-04-08,62,13,,0,0,0,0
2013-04-09,66,13,1,0,0,0,0
2013-04-10,64,13,1,8,0,0,0
2013-04-11,54,13,1,23,1,0,0
2013-04-12,44,13,1,24,1,1,0
2013-04-13,50,13,1,16,1,1,1
2013-04-14,52,13,,6,0,0,0
2013-04-15,52,13,,7,0,0,0
2013-04-16,55,13,,10,1,0,0
2013-04-17,63,13,1,9,0,0,0
2013-04-18,55,13,1,17,1,0,0
2013-04-19,63,13,1,17,1,1,0
2013-04-20,52,14,1,7,0,0,0
2013-04-21,46,14,,0,0,0,0
2013-04-22,48,14,,2,0,0,0
2013-04-23,47,14,1,18,1,0,0
2013-04-24,56,14,,2,0,0,0
2013-04-25,56,14,,5,0,0,0
2013-04-26,58,14,,0,0,0,0
2013-04-27,60,14,,2,0,0,0
2013-04-28,60,14,,0,0,0,0
2013-04-29,54,14,1,24,1,0,0
2013-04-30,60,14,,10,1,1,0
2013-05-01,58,14,,0,0,0,0
2013-05-02,60,14,,0,0,0,0
2013-05-03,58,14,,5,0,0,0
2013-05-04,58,14,,0,0,0,0
2013-05-05,55,14,,3,0,0,0
2013-05-06,58,14,,13,1,0,0
2013-05-07,63,14,,6,0,0,0
2013-05-08,59,14,1,17,1,0,0
2013-05-09,61,14,1,17,1,1,0
2013-05-10,69,14,1,0,0,0,0
2013-05-11,66,14,1,17,1,0,0
2013-05-12,60,14,1,5,0,0,0
2013-05-13,52,14,,2,0,0,0
2013-05-14,52,14,,0,0,0,0
2013-05-15,66,14,,11,1,0,0
2013-05-16,70,14,,4,0,0,0
2013-05-17,65,15,,0,0,0,0
2013-05-18,60,15,,18,1,0,0
2013-05-19,57,15,1,24,1,1,0
2013-05-20,68,15,1,10,1,1,1
2013-05-21,77,15,1,0,0,0,0
2013-05-22,68,15,1,11,1,0,0
2013-05-23,72,15,1,18,1,1,0
2013-05-24,55,15,1,23,1,1,1
2013-05-25,50,15,1,21,1,1,1
2013-05-26,57,15,,2,0,0,0
2013-05-27,62,15,,0,0,0,0
2013-05-28,62,15,1,14,1,0,0
2013-05-29,70,15,1,10,1,1,0
2013-05-30,81,15,1,0,0,0,0
2013-05-31,82,15,,0,0,0,0
2013-06-01,82,15,,0,0,0,0
2013-06-02,78,15,1,5,0,0,0
2013-06-03,72,15,1,19,1,0,0
2013-06-04,66,15,,0,0,0,0
2013-06-05,66,15,,0,0,0,0
2013-06-06,64,15,1,10,1,0,0
2013-06-07,61,15,1,24,1,1,0
2013-06-08,67,15,1,10,1,1,1
2013-06-09,72,15,,2,0,0,0
2013-06-10,66,15,1,20,1,0,0
2013-06-11,72,15,1,10,1,1,0
2013-06-12,70,15,,0,0,0,0
2013-06-13,62,15,1,22,1,0,0
2013-06-14,62,15,1,13,1,1,0
2013-06-15,70,15,,0,0,0,0
2013-06-16,72,15,,4,0,0,0
2013-06-17,76,15,1,3,0,0,0
2013-06-18,74,15,1,10,1,0,0
2013-06-19,68,15,,3,0,0,0
2013-06-20,71,15,,0,0,0,0
2013-06-21,73,15,,0,0,0,0
2013-06-22,74,15,,0,0,0,0
2013-06-23,79,15,,4,0,0,0
2013-06-24,83,15,,1,0,0,0
2013-06-25,82,15,,2,0,0,0
2013-06-26,80,15,1,3,0,0,0
2013-06-27,80,15,1,10,1,0,0
2013-06-28,79,15,1,7,0,0,0
2013-06-29,77,15,1,2,0,0,0
2013-06-30,80,15,1,7,0,0,0
2013-07-01,74,15,1,23,1,0,0
2013-07-02,77,15,1,15,1,1,0
2013-07-03,78,15,1,4,0,0,0
2013-07-04,81,15,1,8,0,0,0
2013-07-05,83,15,,0,0,0,0
2013-07-06,85,15,,0,0,0,0
2013-07-07,85,15,,0,0,0,0
2013-07-08,81,15,1,3,0,0,0
2013-07-09,81,15,1,6,0,0,0
2013-07-10,80,15,1,2,0,0,0
2013-07-11,80,15,,6,0,0,0
2013-07-12,72,15,1,17,1,0,0
2013-07-13,74,15,1,15,1,1,0
2013-07-14,82,15,1,3,0,0,0
2013-07-15,86,15,,1,0,0,0
2013-07-16,86,15,,1,0,0,0
2013-07-17,88,15,,1,0,0,0
2013-07-18,90,15,1,0,0,0,0
2013-07-19,90,15,1,0,0,0,0
2013-07-20,87,15,1,5,0,0,0
2013-07-21,82,15,,3,0,0,0
2013-07-22,80,15,1,16,1,0,0
2013-07-23,80,15,1,12,1,1,0
2013-07-24,76,15,,2,0,0,0
2013-07-25,66,15,1,22,1,0,0
2013-07-26,74,15,,11,1,1,0
2013-07-27,76,15,,1,0,0,0
2013-07-28,74,14,1,10,1,0,0
2013-07-29,77,14,1,5,0,0,0
2013-07-30,75,14,,0,0,0,0
2013-07-31,75,14,,1,0,0,0
2013-08-01,71,14,1,20,1,0,0
2013-08-02,75,14,1,6,0,0,0
2013-08-03,73,14,1,11,1,0,0
2013-08-04,73,14,,0,0,0,0
2013-08-05,70,14,,0,0,0,0
2013-08-06,73,14,,5,0,0,0
2013-08-07,75,14,,17,1,0,0
2013-08-08,76,14,1,17,1,1,0
2013-08-09,80,14,1,13,1,1,1
2013-08-10,76,14,,0,0,0,0
2013-08-11,73,14,,7,0,0,0
2013-08-12,76,14,1,8,0,0,0
2013-08-13,72,14,1,12,1,0,0
2013-08-14,68,14,,0,0,0,0
2013-08-15,68,14,,0,0,0,0
2013-08-16,73,14,,0,0,0,0
2013-08-17,74,14,,0,0,0,0
2013-08-18,72,14,,4,0,0,0
2013-08-19,72,14,,2,0,0,0
2013-08-20,78,14,,0,0,0,0
2013-08-21,81,14,,0,0,0,0
2013-08-22,74,14,1,9,0,0,0
2013-08-23,76,13,1,1,0,0,0
2013-08-24,72,13,,0,0,0,0
2013-08-25,74,13,,0,0,0,0
2013-08-26,76,13,1,9,0,0,0
2013-08-27,79,13,1,9,0,0,0
2013-08-28,78,13,1,8,0,0,0
2013-08-29,76,13,1,15,1,0,0
2013-08-30,78,13,,10,1,1,0
2013-08-31,80,13,1,7,0,0,0
2013-09-01,80,13,1,8,0,0,0
2013-09-02,78,13,1,14,1,0,0
2013-09-03,75,13,1,12,1,1,0
2013-09-04,74,13,,0,0,0,0
2013-09-05,72,13,,3,0,0,0
2013-09-06,64,13,,0,0,0,0
2013-09-07,70,13,,2,0,0,0
2013-09-08,74,13,,4,0,0,0
2013-09-09,65,13,,2,0,0,0
2013-09-10,78,13,,9,0,0,0
2013-09-11,86,13,1,0,0,0,0
2013-09-12,78,13,1,5,0,0,0
2013-09-13,68,13,1,7,0,0,0
2013-09-14,60,13,,2,0,0,0
2013-09-15,62,12,,0,0,0,0
2013-09-16,64,12,1,13,1,0,0
2013-09-17,58,12,,0,0,0,0
2013-09-18,62,12,,0,0,0,0
2013-09-19,66,12,,0,0,0,0
2013-09-20,70,12,,0,0,0,0
2013-09-21,69,12,1,11,1,0,0
2013-09-22,62,12,1,6,0,0,0
2013-09-23,58,12,,1,0,0,0
2013-09-24,60,12,,0,0,0,0
2013-09-25,62,12,,0,0,0,0
2013-09-26,64,12,,14,1,0,0
2013-09-27,63,12,,15,1,1,0
2013-09-28,64,12,,0,0,0,0
2013-09-29,64,12,,0,0,0,0
2013-09-30,66,12,,0,0,0,0
2013-10-01,70,12,,0,0,0,0
2013-10-02,74,12,,0,0,0,0
2013-10-03,70,12,,1,0,0,0
2013-10-04,76,12,1,4,0,0,0
2013-10-05,70,12,1,12,1,0,0
2013-10-06,68,12,1,24,1,1,0
2013-10-07,68,12,1,20,1,1,1
2013-10-08,60,11,,0,0,0,0
2013-10-09,58,11,,0,0,0,0
2013-10-10,60,11,1,21,1,0,0
2013-10-11,64,11,1,19,1,1,0
2013-10-12,66,11,,12,1,1,1
2013-10-13,60,11,,12,1,1,1
2013-10-14,59,11,,3,0,0,0
2013-10-15,62,11,,0,0,0,0
2013-10-16,62,11,1,15,1,0,0
2013-10-17,67,11,1,20,1,1,0
2013-10-18,62,11,,2,0,0,0
2013-10-19,58,11,,8,0,0,0
2013-10-20,56,11,,0,0,0,0
2013-10-21,58,11,,0,0,0,0
2013-10-22,59,11,,6,0,0,0
2013-10-23,50,11,,7,0,0,0
2013-10-24,48,11,,3,0,0,0
2013-10-25,46,11,,4,0,0,0
2013-10-26,48,11,,5,0,0,0
2013-10-27,52,11,,3,0,0,0
2013-10-28,52,11,,0,0,0,0
2013-10-29,50,11,,7,0,0,0
2013-10-30,54,11,1,10,1,0,0
2013-10-31,60,10,1,21,1,1,0
2013-11-01,64,10,1,11,1,1,1
2013-11-02,62,10,,6,0,0,0
2013-11-03,46,10,,10,1,0,0
2013-11-04,40,10,,0,0,0,0
2013-11-05,48,10,,5,0,0,0
2013-11-06,55,10,,5,0,0,0
2013-11-07,54,10,1,15,1,0,0
2013-11-08,45,10,,7,0,0,0
2013-11-09,44,10,,4,0,0,0
2013-11-10,52,10,,9,0,0,0
2013-11-11,48,10,,12,1,0,0
2013-11-12,42,10,1,11,1,1,0
2013-11-13,34,10,,0,0,0,0
2013-11-14,42,10,,0,0,0,0
2013-11-15,50,10,,0,0,0,0
2013-11-16,52,10,1,9,0,0,0
2013-11-17,56,10,1,24,1,0,0
2013-11-18,58,10,1,8,0,0,0
2013-11-19,44,10,,5,0,0,0
2013-11-20,38,10,,0,0,0,0
2013-11-21,44,10,,11,1,0,0
2013-11-22,54,10,1,18,1,1,0
2013-11-23,42,10,1,4,0,0,0
2013-11-24,26,10,,2,0,0,0
2013-11-25,29,10,,0,0,0,0
2013-11-26,40,10,1,21,1,0,0
2013-11-27,48,10,1,23,1,1,0
2013-11-28,32,10,,7,0,0,0
2013-11-29,34,10,,10,1,0,0
2013-11-30,32,10,,7,0,0,0
2013-12-01,42,9,,15,1,0,0
2013-12-02,45,9,1,12,1,1,0
2013-12-03,46,9,1,3,0,0,0
2013-12-04,46,9,1,11,1,0,0
2013-12-05,54,9,1,24,1,1,0
2013-12-06,50,9,1,24,1,1,1
2013-12-07,36,9,1,7,0,0,0
2013-12-08,31,9,1,14,1,0,0
2013-12-09,35,9,1,20,1,1,0
2013-12-10,34,9,1,9,0,0,0
2013-12-11,30,9,,0,0,0,0
2013-12-12,26,9,,1,0,0,0
2013-12-13,29,9,,5,0,0,0
2013-12-14,28,9,1,20,1,0,0
2013-12-15,35,9,1,19,1,1,0
2013-12-16,29,9,,3,0,0,0
2013-12-17,28,9,1,20,1,0,0
2013-12-18,30,9,,6,0,0,0
2013-12-19,38,9,,0,0,0,0
2013-12-20,47,9,,5,0,0,0
2013-12-21,58,9,,5,0,0,0
2013-12-22,66,9,,16,1,0,0
2013-12-23,53,9,1,22,1,1,0
2013-12-24,34,9,,6,0,0,0
2013-12-25,25,9,,3,0,0,0
2013-12-26,33,9,,11,1,0,0
2013-12-27,36,9,,4,0,0,0
2013-12-28,46,9,,3,0,0,0
2013-12-29,44,9,1,15,1,0,0
2013-12-30,34,9,,8,0,0,0
2013-12-31,26,9,,4,0,0,0
2014-01-01,28,9,,6,0,0,0
2014-01-02,26,9,1,24,1,0,0
2014-01-03,14,9,1,11,1,1,0
2014-01-04,18,9,,0,0,0,0
2014-01-05,34,9,1,18,1,0,0
2014-01-06,37,9,1,20,1,1,0
2014-01-07,12,9,,0,0,0,0
2014-01-08,16,9,,4,0,0,0
2014-01-09,27,9,,2,0,0,0
2014-01-10,34,9,1,23,1,0,0
2014-01-11,48,9,1,24,1,1,0
2014-01-12,46,10,1,9,0,0,0
2014-01-13,44,10,,0,0,0,0
2014-01-14,48,10,1,18,1,0,0
2014-01-15,43,10,,0,0,0,0
2014-01-16,39,10,,1,0,0,0
2014-01-17,38,10,,0,0,0,0
2014-01-18,35,10,,0,0,0,0
2014-01-19,31,10,,0,0,0,0
2014-01-20,38,10,,0,0,0,0
2014-01-21,21,10,,0,0,0,0
2014-01-22,11,10,,0,0,0,0
2014-01-23,14,10,,0,0,0,0
2014-01-24,15,10,,0,0,0,0
2014-01-25,24,10,1,8,0,0,0
2014-01-26,26,10,,10,1,0,0
2014-01-27,32,10,,10,1,1,0
2014-01-28,16,10,,9,0,0,0
2014-01-29,18,10,1,7,0,0,0
2014-01-30,23,10,,0,0,0,0
2014-01-31,32,10,,12,1,0,0
2014-02-01,40,10,1,0,0,0,0
2014-02-02,48,10,1,11,1,0,0
2014-02-03,35,10,1,20,1,1,0
2014-02-04,28,10,1,6,0,0,0
2014-02-05,32,10,1,24,1,0,0
2014-02-06,26,10,,3,0,0,0
2014-02-07,28,10,,0,0,0,0
2014-02-08,25,10,,8,0,0,0
2014-02-09,26,10,1,9,0,0,0
2014-02-10,25,10,,0,0,0,0
2014-02-11,21,11,,0,0,0,0
2014-02-12,19,11,,4,0,0,0
2014-02-13,30,11,1,24,1,0,0
2014-02-14,36,11,1,6,0,0,0
2014-02-15,32,11,1,20,1,0,0
2014-02-16,26,11,,8,0,0,0
2014-02-17,25,11,,0,0,0,0
2014-02-18,32,11,1,13,1,0,0
2014-02-19,40,11,1,8,0,0,0
2014-02-20,44,11,1,10,1,0,0
2014-02-21,42,11,1,19,1,1,0
2014-02-22,47,11,,0,0,0,0
2014-02-23,48,11,,6,0,0,0
2014-02-24,36,11,,6,0,0,0
2014-02-25,28,11,,7,0,0,0
2014-02-26,26,11,1,9,0,0,0
2014-02-27,24,11,1,8,0,0,0
2014-02-28,16,11,,0,0,0,0
2014-03-01,28,11,,9,0,0,0
2014-03-02,36,11,,21,1,0,0
2014-03-03,25,11,1,11,1,1,0
2014-03-04,21,11,,3,0,0,0
2014-03-05,32,11,,16,1,0,0
2014-03-06,24,12,,0,0,0,0
2014-03-07,32,12,,24,1,0,0
2014-03-08,46,12,,11,1,1,0
2014-03-09,40,12,,6,0,0,0
2014-03-10,44,12,1,18,1,0,0
2014-03-11,56,12,,1,0,0,0
2014-03-12,44,12,1,15,1,0,0
2014-03-13,25,12,,10,1,1,0
2014-03-14,34,12,,7,0,0,0
2014-03-15,50,12,,8,0,0,0
2014-03-16,36,12,,8,0,0,0
2014-03-17,29,12,,17,1,0,0
2014-03-18,36,12,,0,0,0,0
2014-03-19,39,12,1,20,1,0,0
2014-03-20,47,12,1,9,0,0,0
2014-03-21,45,12,,5,0,0,0
2014-03-22,52,12,,5,0,0,0
2014-03-23,34,12,,9,0,0,0
2014-03-24,28,12,,0,0,0,0
2014-03-25,32,12,,14,1,0,0
2014-03-26,30,12,,7,0,0,0
2014-03-27,33,12,,2,0,0,0
2014-03-28,50,12,1,17,1,0,0
2014-03-29,51,13,1,18,1,1,0
2014-03-30,44,13,1,24,1,1,1
2014-03-31,46,13,1,11,1,1,1
2014-04-01,50,13,,2,0,0,0
2014-04-02,48,13,,6,0,0,0
2014-04-03,56,13,1,4,0,0,0
2014-04-04,44,13,1,24,1,0,0
2014-04-05,47,13,1,9,0,0,0
2014-04-06,48,13,,0,0,0,0
2014-04-07,48,13,1,12,1,0,0
2014-04-08,55,13,1,9,0,0,0
2014-04-09,53,13,,0,0,0,0
2014-04-10,50,13,,0,0,0,0
2014-04-11,66,13,,6,0,0,0
2014-04-12,62,13,,3,0,0,0
2014-04-13,66,13,,3,0,0,0
2014-04-14,67,13,,0,0,0,0
2014-04-15,48,13,1,22,1,0,0
2014-04-16,40,13,,1,0,0,0
2014-04-17,42,13,,3,0,0,0
2014-04-18,42,13,,5,0,0,0
2014-04-19,54,13,,0,0,0,0
2014-04-20,52,14,,0,0,0,0
2014-04-21,54,14,,0,0,0,0
2014-04-22,61,14,1,6,0,0,0
2014-04-23,53,14,,14,1,0,0
2014-04-24,52,14,,0,0,0,0
2014-04-25,54,14,1,5,0,0,0
2014-04-26,56,14,1,17,1,0,0
2014-04-27,53,14,,9,0,0,0
2014-04-28,56,14,,0,0,0,0
2014-04-29,48,14,1,22,1,0,0
2014-04-30,46,14,1,24,1,1,0
2014-05-01,64,14,1,17,1,1,1
2014-05-02,63,14,,6,0,0,0
2014-05-03,62,14,1,9,0,0,0
2014-05-04,60,14,,13,1,0,0
2014-05-05,60,14,,1,0,0,0
2014-05-06,62,14,,6,0,0,0
2014-05-07,60,14,,0,0,0,0
2014-05-08,56,14,1,24,1,0,0
2014-05-09,59,14,1,24,1,1,0
2014-05-10,70,14,1,17,1,1,1
2014-05-11,71,14,1,2,0,0,0
2014-05-12,74,14,,9,0,0,0
2014-05-13,63,14,1,0,0,0,0
2014-05-14,62,14,1,18,1,0,0
2014-05-15,64,14,1,24,1,1,0
2014-05-16,64,14,1,24,1,1,1
2014-05-17,62,15,,2,0,0,0
2014-05-18,59,15,,6,0,0,0
2014-05-19,60,15,,4,0,0,0
2014-05-20,66,15,,6,0,0,0
2014-05-21,68,15,,16,1,0,0
2014-05-22,63,15,1,24,1,1,0
2014-05-23,64,15,1,20,1,1,1
2014-05-24,64,15,1,16,1,1,1
2014-05-25,68,15,1,1,0,0,0
2014-05-26,76,15,,0,0,0,0
2014-05-27,75,15,,4,0,0,0
2014-05-28,59,15,1,22,1,0,0
2014-05-29,58,15,,12,1,1,0
2014-05-30,65,15,,9,0,0,0
2014-05-31,65,15,1,3,0,0,0
2014-06-01,66,15,,0,0,0,0
2014-06-02,70,15,,0,0,0,0
2014-06-03,76,15,1,4,0,0,0
2014-06-04,72,15,1,6,0,0,0
2014-06-05,68,15,1,16,1,0,0
2014-06-06,68,15,,3,0,0,0
2014-06-07,71,15,,0,0,0,0
2014-06-08,76,15,,1,0,0,0
2014-06-09,68,15,1,22,1,0,0
2014-06-10,71,15,1,18,1,1,0
2014-06-11,66,15,1,21,1,1,1
2014-06-12,66,15,1,24,1,1,1
2014-06-13,72,15,1,18,1,1,1
2014-06-14,67,15,1,4,0,0,0
2014-06-15,70,15,,0,0,0,0
2014-06-16,72,15,,1,0,0,0
2014-06-17,80,15,,1,0,0,0
2014-06-18,82,15,,0,0,0,0
2014-06-19,72,15,1,10,1,0,0
2014-06-20,72,15,,0,0,0,0
2014-06-21,70,15,,0,0,0,0
2014-06-22,72,15,,3,0,0,0
2014-06-23,73,15,,0,0,0,0
2014-06-24,74,15,,3,0,0,0
2014-06-25,78,15,1,9,0,0,0
2014-06-26,78,15,1,4,0,0,0
2014-06-27,75,15,,8,0,0,0
2014-06-28,76,15,,0,0,0,0
2014-06-29,76,15,,0,0,0,0
2014-06-30,76,15,,1,0,0,0
2014-07-01,80,15,,0,0,0,0
2014-07-02,82,15,1,6,0,0,0
2014-07-03,78,15,1,6,0,0,0
2014-07-04,70,15,1,15,1,0,0
2014-07-05,72,15,,0,0,0,0
2014-07-06,75,15,,0,0,0,0
2014-07-07,81,15,1,5,0,0,0
2014-07-08,81,15,1,2,0,0,0
