date,avg_temp,daylight_hours,bad_weather,hours_overcast,gloomy_today,gloomy_past_two_days,gloomy_past_three_days,noise_complaints,other_complaints,total
2010-01-01,36,9,1,24,1,1,0,691,2215,2906
2010-01-02,26,9,1,17,1,1,1,456,3401,3857
2010-01-03,20,9,1,13,1,1,1,290,5319,5609
2010-01-04,24,9,0,1,0,0,0,295,9020,9315
2010-01-05,25,9,0,9,0,0,0,322,7977,8299
2010-01-06,30,9,1,11,1,0,0,331,6613,6944
2010-01-07,34,9,0,7,0,0,0,348,6508,6856
2010-01-08,28,9,1,17,1,0,0,468,5561,6029
2010-01-09,24,9,0,0,0,0,0,541,3408,3949
2010-01-10,21,9,0,0,0,0,0,481,3982,4463
2010-01-11,26,9,0,5,0,0,0,352,7348,7700
2010-01-12,30,10,0,9,0,0,0,273,6730,7003
2010-01-13,30,10,0,7,0,0,0,404,6506,6910
2010-01-14,36,10,0,0,0,0,0,253,5625,5878
2010-01-15,42,10,0,11,1,0,0,539,5346,5885
2010-01-16,44,10,0,8,0,0,0,684,2503,3187
2010-01-17,40,10,1,12,1,0,0,633,2345,2978
2010-01-18,44,10,1,16,1,1,0,419,3663,4082
2010-01-19,44,10,0,17,1,1,1,381,5755,6136
2010-01-20,38,10,0,1,0,0,0,419,5573,5992
2010-01-21,36,10,0,0,0,0,0,425,6072,6497
2010-01-22,38,10,0,0,0,0,0,510,5444,5954
2010-01-23,34,10,0,0,0,0,0,736,2661,3397
2010-01-24,41,10,1,19,1,0,0,604,2286,2890
2010-01-25,53,10,1,19,1,1,0,377,7676,8053
2010-01-26,42,10,1,12,1,1,1,448,6289,6737
2010-01-27,35,10,0,3,0,0,0,398,6190,6588
2010-01-28,31,10,1,11,1,0,0,395,6461,6856
2010-01-29,20,10,0,0,0,0,0,432,8064,8496
2010-01-30,16,10,0,10,1,0,0,748,5764,6512
2010-01-31,22,10,0,1,0,0,0,608,4065,4673
2010-02-01,30,10,0,0,0,0,0,389,7506,7895
2010-02-02,30,10,1,9,0,0,0,385,6635,7020
2010-02-03,34,10,1,14,1,0,0,361,5957,6318
2010-02-04,32,10,0,0,0,0,0,406,5637,6043
2010-02-05,32,10,0,5,0,0,0,502,5355,5857
2010-02-06,26,10,1,13,1,0,0,633,3061,3694
2010-02-07,26,10,0,0,0,0,0,657,3021,3678
2010-02-08,30,10,0,0,0,0,0,406,6696,7102
2010-02-09,35,10,1,8,0,0,0,359,6015,6374
2010-02-10,32,10,1,18,1,0,0,313,3890,4203
2010-02-11,32,11,0,0,0,0,0,214,6007,6221
2010-02-12,32,11,0,0,0,0,0,482,6754,7236
2010-02-13,28,11,0,5,0,0,0,587,3733,4320
2010-02-14,34,11,0,10,1,0,0,607,2585,3192
2010-02-15,34,11,1,7,0,0,0,541,3712,4253
2010-02-16,31,11,1,20,1,0,0,434,5704,6138
2010-02-17,30,11,0,14,1,1,0,467,7072,7539
2010-02-18,36,11,0,15,1,1,1,461,6351,6812
2010-02-19,39,11,0,19,1,1,1,487,5847,6334
2010-02-20,40,11,0,1,0,0,0,804,2962,3766
2010-02-21,40,11,0,0,0,0,0,728,2518,3246
2010-02-22,37,11,1,10,1,0,0,363,6497,6860
2010-02-23,36,11,1,24,1,1,0,372,6544,6916
2010-02-24,39,11,1,24,1,1,1,348,6877,7225
2010-02-25,32,11,1,24,1,1,1,331,6073,6404
2010-02-26,30,11,1,16,1,1,1,389,4365,4754
2010-02-27,34,11,1,16,1,1,1,637,3794,4431
2010-02-28,36,11,0,13,1,1,1,682,3537,4219
2010-03-01,42,11,0,1,0,0,0,340,7233,7573
2010-03-02,42,11,1,9,0,0,0,392,6681,7073
2010-03-03,38,11,1,24,1,0,0,395,7038,7433
2010-03-04,41,11,0,19,1,1,0,357,6517,6874
2010-03-05,42,11,1,15,1,1,1,439,5802,6241
2010-03-06,43,12,0,0,0,0,0,779,2957,3736
2010-03-07,47,12,0,0,0,0,0,635,2617,3252
2010-03-08,51,12,0,0,0,0,0,386,6230,6616
2010-03-09,52,12,0,0,0,0,0,410,6288,6698
2010-03-10,50,12,0,8,0,0,0,411,6129,6540
2010-03-11,48,12,0,20,1,0,0,416,6012,6428
2010-03-12,41,12,1,24,1,1,0,424,5659,6083
2010-03-13,42,12,1,24,1,1,1,384,5077,5461
2010-03-14,46,12,1,24,1,1,1,358,5902,6260
2010-03-15,44,12,1,24,1,1,1,374,9609,9983
2010-03-16,52,12,0,7,0,0,0,402,7252,7654
2010-03-17,54,12,0,0,0,0,0,467,6596,7063
2010-03-18,60,12,0,0,0,0,0,511,6219,6730
2010-03-19,60,12,0,0,0,0,0,620,6169,6789
2010-03-20,64,12,0,0,0,0,0,981,2871,3852
2010-03-21,58,12,0,4,0,0,0,820,2630,3450
2010-03-22,54,12,1,18,1,0,0,425,6425,6850
2010-03-23,49,12,1,23,1,1,0,419,6797,7216
2010-03-24,52,12,0,3,0,0,0,373,6324,6697
2010-03-25,55,12,1,6,0,0,0,481,5879,6360
2010-03-26,43,12,1,9,0,0,0,450,6022,6472
2010-03-27,36,12,0,0,0,0,0,695,3341,4036
2010-03-28,42,12,1,19,1,0,0,578,2863,3441
2010-03-29,50,13,1,22,1,1,0,390,6788,7178
2010-03-30,46,13,1,24,1,1,1,372,9271,9643
2010-03-31,51,13,1,19,1,1,1,532,6585,7117
2010-04-01,59,13,0,6,0,0,0,531,5615,6146
2010-04-02,58,13,0,0,0,0,0,698,4289,4987
2010-04-03,57,13,1,2,0,0,0,790,2337,3127
2010-04-04,62,13,1,2,0,0,0,869,1864,2733
2010-04-05,66,13,0,0,0,0,0,659,5872,6531
2010-04-06,68,13,0,3,0,0,0,578,6140,6718
2010-04-07,74,13,1,0,0,0,0,542,5883,6425
2010-04-08,72,13,0,0,0,0,0,557,5867,6424
2010-04-09,56,13,1,23,1,0,0,542,5913,6455
2010-04-10,52,13,0,7,0,0,0,896,2758,3654
2010-04-11,64,13,0,8,0,0,0,918,2027,2945
2010-04-12,60,13,0,0,0,0,0,561,6117,6678
2010-04-13,52,13,0,10,1,0,0,353,5789,6142
2010-04-14,56,13,0,0,0,0,0,614,5576,6190
2010-04-15,62,13,0,6,0,0,0,529,5794,6323
2010-04-16,52,13,1,20,1,0,0,500,5461,5961
2010-04-17,50,13,1,23,1,1,0,778,2582,3360
2010-04-18,50,13,0,9,0,0,0,812,2246,3058
2010-04-19,54,13,0,3,0,0,0,483,6295,6778
2010-04-20,58,14,0,0,0,0,0,396,5535,5931
2010-04-21,61,14,1,4,0,0,0,549,5629,6178
2010-04-22,62,14,1,4,0,0,0,517,5125,5642
2010-04-23,56,14,0,0,0,0,0,630,4858,5488
2010-04-24,57,14,0,4,0,0,0,970,2445,3415
2010-04-25,49,14,1,24,1,0,0,663,2214,2877
2010-04-26,50,14,1,24,1,1,0,417,6148,6565
2010-04-27,50,14,1,12,1,1,1,447,5744,6191
2010-04-28,48,14,0,7,0,0,0,436,6376,6812
2010-04-29,57,14,0,0,0,0,0,537,5412,5949
2010-04-30,67,14,0,1,0,0,0,730,4592,5322
2010-05-01,74,14,0,0,0,0,0,1010,2227,3237
2010-05-02,77,14,0,1,0,0,0,926,2273,3199
2010-05-03,74,14,1,12,1,0,0,466,6916,7382
2010-05-04,72,14,0,2,0,0,0,589,5570,6159
2010-05-05,69,14,0,0,0,0,0,602,5658,6260
2010-05-06,68,14,0,0,0,0,0,604,5499,6103
2010-05-07,62,14,0,0,0,0,0,661,4780,5441
2010-05-08,62,14,1,3,0,0,0,768,3115,3883
2010-05-09,48,14,0,10,1,0,0,618,2933,3551
2010-05-10,51,14,0,0,0,0,0,434,6960,7394
2010-05-11,50,14,1,6,0,0,0,499,6233,6732
2010-05-12,46,14,1,24,1,0,0,403,5959,6362
2010-05-13,55,14,0,3,0,0,0,502,5010,5512
2010-05-14,68,14,1,9,0,0,0,596,4984,5580
2010-05-15,66,14,0,0,0,0,0,972,2200,3172
2010-05-16,63,14,0,1,0,0,0,988,1933,2921
2010-05-17,64,15,0,1,0,0,0,646,5871,6517
2010-05-18,56,15,1,24,1,0,0,422,5167,5589
2010-05-19,57,15,1,24,1,1,0,524,5562,6086
2010-05-20,67,15,0,5,0,0,0,710,4902,5612
2010-05-21,73,15,0,0,0,0,0,726,4793,5519
2010-05-22,66,15,0,7,0,0,0,1159,2436,3595
2010-05-23,64,15,1,17,1,0,0,980,1926,2906
2010-05-24,66,15,1,17,1,1,0,604,5289,5893
2010-05-25,72,15,1,0,0,0,0,585,5159,5744
2010-05-26,78,15,0,0,0,0,0,592,5312,5904
2010-05-27,69,15,1,14,1,0,0,533,5795,6328
2010-05-28,63,15,0,10,1,1,0,642,4430,5072
2010-05-29,69,15,0,8,0,0,0,1066,1961,3027
2010-05-30,76,15,0,0,0,0,0,1076,1544,2620
2010-05-31,78,15,1,0,0,0,0,1064,2040,3104
2010-06-01,76,15,1,5,0,0,0,475,5446,5921
2010-06-02,77,15,0,1,0,0,0,399,5534,5933
2010-06-03,77,15,1,1,0,0,0,373,5253,5626
2010-06-04,80,15,0,1,0,0,0,525,4973,5498
2010-06-05,82,15,0,2,0,0,0,767,2403,3170
2010-06-06,75,15,1,1,0,0,0,719,2331,3050
2010-06-07,66,15,0,1,0,0,0,533,5924,6457
2010-06-08,66,15,0,3,0,0,0,584,5213,5797
2010-06-09,62,15,1,14,1,0,0,353,4681,5034
2010-06-10,66,15,1,16,1,1,0,610,5073,5683
2010-06-11,64,15,0,1,0,0,0,574,4370,4944
2010-06-12,70,15,1,5,0,0,0,1005,1990,2995
2010-06-13,72,15,1,15,1,0,0,873,1770,2643
2010-06-14,72,15,1,15,1,1,0,535,5921,6456
2010-06-15,72,15,0,0,0,0,0,627,5798,6425
2010-06-16,70,15,0,12,1,0,0,534,5485,6019
2010-06-17,70,15,1,11,1,1,0,514,5122,5636
2010-06-18,73,15,0,0,0,0,0,669,4480,5149
2010-06-19,72,15,0,0,0,0,0,970,2252,3222
2010-06-20,80,15,1,3,0,0,0,904,2040,2944
2010-06-21,79,15,0,0,0,0,0,576,6167,6743
2010-06-22,79,15,1,4,0,0,0,453,5959,6412
2010-06-23,80,15,1,0,0,0,0,367,5831,6198
2010-06-24,84,15,0,2,0,0,0,396,5955,6351
2010-06-25,79,15,0,0,0,0,0,534,5355,5889
2010-06-26,80,15,0,4,0,0,0,809,2503,3312
2010-06-27,81,15,1,0,0,0,0,630,2520,3150
2010-06-28,84,15,1,2,0,0,0,340,6856,7196
2010-06-29,80,15,0,5,0,0,0,312,6208,6520
2010-06-30,70,15,0,0,0,0,0,449,5297,5746
2010-07-01,70,15,0,3,0,0,0,564,4932,5496
2010-07-02,72,15,0,1,0,0,0,594,4326,4920
2010-07-03,77,15,0,0,0,0,0,832,2110,2942
2010-07-04,84,15,0,0,0,0,0,697,1557,2254
2010-07-05,88,15,0,0,0,0,0,572,3287,3859
2010-07-06,92,15,0,2,0,0,0,292,7152,7444
2010-07-07,90,15,0,2,0,0,0,265,7695,7960
2010-07-08,83,15,1,5,0,0,0,339,6671,7010
2010-07-09,82,15,1,3,0,0,0,461,5312,5773
2010-07-10,78,15,0,3,0,0,0,761,2575,3336
2010-07-11,82,15,1,1,0,0,0,684,2248,2932
2010-07-12,84,15,0,1,0,0,0,443,6124,6567
2010-07-13,78,15,1,12,1,0,0,361,6264,6625
2010-07-14,76,15,1,19,1,1,0,385,5389,5774
2010-07-15,80,15,1,9,0,0,0,424,5616,6040
2010-07-16,84,15,1,6,0,0,0,439,5240,5679
2010-07-17,85,15,0,0,0,0,0,758,2930,3688
2010-07-18,86,15,0,0,0,0,0,608,2441,3049
2010-07-19,82,15,1,3,0,0,0,368,6217,6585
2010-07-20,82,15,0,0,0,0,0,398,6159,6557
2010-07-21,84,15,0,2,0,0,0,353,6073,6426
2010-07-22,82,15,0,0,0,0,0,372,5345,5717
2010-07-23,80,15,1,3,0,0,0,383,4900,5283
2010-07-24,88,15,0,1,0,0,0,672,3016,3688
2010-07-25,82,15,1,2,0,0,0,603,2708,3311
2010-07-26,78,15,0,0,0,0,0,392,6132,6524
2010-07-27,80,15,0,0,0,0,0,486,5763,6249
2010-07-28,82,14,0,2,0,0,0,469,5973,6442
2010-07-29,82,14,1,3,0,0,0,378,5072,5450
2010-07-30,76,14,0,2,0,0,0,518,4561,5079
2010-07-31,76,14,0,1,0,0,0,773,2096,2869
2010-08-01,75,14,0,5,0,0,0,699,1832,2531
2010-08-02,77,14,1,2,0,0,0,533,5995,6528
2010-08-03,79,14,0,8,0,0,0,538,5724,6262
2010-08-04,83,14,1,3,0,0,0,453,5720,6173
2010-08-05,86,14,1,1,0,0,0,378,5671,6049
2010-08-06,80,14,1,2,0,0,0,489,4914,5403
2010-08-07,78,14,1,4,0,0,0,911,2232,3143
2010-08-08,81,14,0,10,1,0,0,777,1823,2600
2010-08-09,84,14,1,0,0,0,0,456,5665,6121
2010-08-10,85,14,1,2,0,0,0,386,5821,6207
2010-08-11,84,14,1,2,0,0,0,409,5412,5821
2010-08-12,72,14,1,16,1,0,0,385,5031,5416
2010-08-13,75,14,0,11,1,1,0,616,4676,5292
2010-08-14,74,14,1,0,0,0,0,1044,1989,3033
2010-08-15,72,14,1,17,1,0,0,764,1732,2496
2010-08-16,78,14,1,14,1,1,0,451,5370,5821
2010-08-17,82,14,1,0,0,0,0,438,5565,6003
2010-08-18,79,14,1,0,0,0,0,404,5118,5522
2010-08-19,80,14,1,1,0,0,0,504,5160,5664
2010-08-20,82,14,1,0,0,0,0,515,4576,5091
2010-08-21,76,14,1,2,0,0,0,991,2175,3166
2010-08-22,74,14,1,22,1,0,0,647,2002,2649
2010-08-23,68,13,1,24,1,1,0,433,5958,6391
2010-08-24,67,13,1,24,1,1,1,549,5362,5911
2010-08-25,66,13,1,22,1,1,1,492,5328,5820
2010-08-26,74,13,0,2,0,0,0,610,4917,5527
2010-08-27,70,13,1,0,0,0,0,711,4730,5441
2010-08-28,72,13,0,0,0,0,0,1118,2151,3269
2010-08-29,80,13,1,0,0,0,0,939,1978,2917
2010-08-30,82,13,1,0,0,0,0,468,5615,6083
2010-08-31,86,13,1,0,0,0,0,292,5229,5521
2010-09-01,86,13,1,0,0,0,0,441,5710,6151
2010-09-02,86,13,1,0,0,0,0,402,5251,5653
2010-09-03,80,13,1,3,0,0,0,475,5062,5537
2010-09-04,72,13,1,3,0,0,0,1020,2238,3258
2010-09-05,70,13,0,0,0,0,0,1147,1547,2694
2010-09-06,70,13,0,0,0,0,0,1018,1819,2837
2010-09-07,78,13,0,0,0,0,0,466,5748,6214
2010-09-08,78,13,1,0,0,0,0,392,5430,5822
2010-09-09,66,13,0,9,0,0,0,530,4927,5457
2010-09-10,68,13,1,9,0,0,0,700,4625,5325
2010-09-11,69,13,0,1,0,0,0,1047,1903,2950
2010-09-12,63,13,1,15,1,0,0,878,1787,2665
2010-09-13,68,13,1,12,1,1,0,449,5646,6095
2010-09-14,68,13,1,1,0,0,0,564,5399,5963
2010-09-15,64,12,0,0,0,0,0,524,5298,5822
2010-09-16,64,12,1,14,1,0,0,360,6891,7251
2010-09-17,65,12,1,14,1,1,0,548,7986,8534
2010-09-18,64,12,1,15,1,1,1,1094,3261,4355
2010-09-19,71,12,1,6,0,0,0,952,2458,3410
2010-09-20,66,12,1,0,0,0,0,534,6182,6716
2010-09-21,64,12,0,0,0,0,0,533,5854,6387
2010-09-22,76,12,1,2,0,0,0,486,5571,6057
2010-09-23,74,12,1,2,0,0,0,592,5346,5938
2010-09-24,76,12,1,3,0,0,0,652,5165,5817
2010-09-25,78,12,1,2,0,0,0,896,2603,3499
2010-09-26,68,12,1,5,0,0,0,1027,2218,3245
2010-09-27,66,12,1,24,1,0,0,443,5948,6391
2010-09-28,72,12,1,18,1,1,0,452,5967,6419
2010-09-29,70,12,1,7,0,0,0,557,5629,6186
2010-09-30,72,12,1,24,1,0,0,446,6125,6571
2010-10-01,66,12,1,19,1,1,0,532,6540,7072
2010-10-02,59,12,0,0,0,0,0,987,2656,3643
2010-10-03,57,12,1,9,0,0,0,849,2337,3186
2010-10-04,54,12,1,24,1,0,0,421,6514,6935
2010-10-05,57,12,1,24,1,1,0,470,5777,6247
2010-10-06,59,12,1,13,1,1,1,464,5731,6195
2010-10-07,62,12,0,4,0,0,0,513,5500,6013
2010-10-08,64,11,0,0,0,0,0,687,5045,5732
2010-10-09,63,11,0,0,0,0,0,928,2253,3181
2010-10-10,58,11,0,0,0,0,0,1033,1965,2998
2010-10-11,66,11,1,5,0,0,0,606,3265,3871
2010-10-12,62,11,1,8,0,0,0,484,6189,6673
2010-10-13,56,11,0,0,0,0,0,552,5771,6323
2010-10-14,56,11,1,11,1,0,0,476,5826,6302
2010-10-15,53,11,1,23,1,1,0,489,5889,6378
2010-10-16,54,11,0,6,0,0,0,795,3913,4708
2010-10-17,58,11,0,1,0,0,0,827,2603,3430
2010-10-18,55,11,0,6,0,0,0,428,6556,6984
2010-10-19,53,11,1,12,1,0,0,506,6678,7184
2010-10-20,53,11,1,0,0,0,0,466,6698,7164
2010-10-21,56,11,1,5,0,0,0,441,6458,6899
2010-10-22,50,11,0,9,0,0,0,502,6408,6910
2010-10-23,54,11,0,9,0,0,0,876,3564,4440
2010-10-24,60,11,1,3,0,0,0,823,2129,2952
2010-10-25,64,11,1,6,0,0,0,551,5506,6057
2010-10-26,68,11,1,15,1,0,0,574,5393,5967
2010-10-27,70,11,1,20,1,1,0,457,5086,5543
2010-10-28,65,11,1,6,0,0,0,539,4889,5428
2010-10-29,52,11,0,9,0,0,0,547,5011,5558
2010-10-30,50,11,0,0,0,0,0,795,3387,4182
2010-10-31,50,10,0,4,0,0,0,673,3195,3868
2010-11-01,43,10,0,0,0,0,0,377,7162,7539
2010-11-02,43,10,0,0,0,0,0,497,6850,7347
2010-11-03,48,10,0,2,0,0,0,467,6660,7127
2010-11-04,49,10,1,24,1,0,0,397,6785,7182
2010-11-05,48,10,1,16,1,1,0,491,6727,7218
2010-11-06,46,10,0,3,0,0,0,727,3969,4696
2010-11-07,44,10,1,0,0,0,0,692,3612,4304
2010-11-08,42,10,1,9,0,0,0,341,8200,8541
2010-11-09,48,10,1,7,0,0,0,444,7955,8399
2010-11-10,51,10,1,9,0,0,0,403,7662,8065
2010-11-11,49,10,0,0,0,0,0,451,4625,5076
2010-11-12,54,10,0,0,0,0,0,574,5387,5961
2010-11-13,55,10,0,0,0,0,0,925,2792,3717
2010-11-14,54,10,0,2,0,0,0,795,2261,3056
2010-11-15,54,10,1,19,1,0,0,484,5839,6323
2010-11-16,56,10,1,24,1,1,0,442,5799,6241
2010-11-17,56,10,1,9,0,0,0,383,6191,6574
2010-11-18,50,10,0,8,0,0,0,451,5934,6385
2010-11-19,44,10,0,0,0,0,0,494,5862,6356
2010-11-20,48,10,0,1,0,0,0,703,3242,3945
2010-11-21,44,10,0,1,0,0,0,667,3054,3721
2010-11-22,55,10,1,9,0,0,0,450,5370,5820
2010-11-23,56,10,1,1,0,0,0,466,4830,5296
2010-11-24,46,10,0,1,0,0,0,446,5252,5698
2010-11-25,42,10,1,16,1,0,0,592,2047,2639
2010-11-26,46,10,1,10,1,1,0,547,3618,4165
2010-11-27,38,10,0,1,0,0,0,580,3897,4477
2010-11-28,40,10,0,0,0,0,0,597,3022,3619
2010-11-29,42,10,0,1,0,0,0,422,6588,7010
2010-11-30,50,10,1,22,1,0,0,411,6166,6577
2010-12-01,50,9,1,24,1,1,0,319,7166,7485
2010-12-02,38,9,0,1,0,0,0,363,6608,6971
2010-12-03,36,9,0,7,0,0,0,468,6160,6628
2010-12-04,36,9,0,8,0,0,0,591,4019,4610
2010-12-05,32,9,0,14,1,0,0,593,3704,4297
2010-12-06,32,9,0,18,1,1,0,375,8301,8676
2010-12-07,33,9,0,16,1,1,1,334,8076,8410
2010-12-08,30,9,0,0,0,0,0,333,7415,7748
2010-12-09,26,9,0,2,0,0,0,339,7264,7603
2010-12-10,30,9,0,15,1,0,0,473,6377,6850
2010-12-11,40,9,0,2,0,0,0,647,3400,4047
2010-12-12,48,9,1,23,1,0,0,618,2604,3222
2010-12-13,35,9,1,24,1,1,0,401,6901,7302
2010-12-14,21,9,1,19,1,1,1,371,8283,8654
2010-12-15,24,9,0,2,0,0,0,326,8192,8518
2010-12-16,26,9,0,5,0,0,0,382,7395,7777
2010-12-17,30,9,0,1,0,0,0,433,6233,6666
2010-12-18,32,9,0,2,0,0,0,610,3458,4068
2010-12-19,34,9,1,15,1,0,0,605,2792,3397
2010-12-20,31,9,1,0,0,0,0,384,6396,6780
2010-12-21,33,9,1,1,0,0,0,356,6513,6869
2010-12-22,33,9,1,9,0,0,0,378,5796,6174
2010-12-23,32,9,0,10,1,0,0,367,5216,5583
2010-12-24,34,9,0,0,0,0,0,557,2569,3126
2010-12-25,28,9,0,15,1,0,0,643,1853,2496
2010-12-26,26,9,1,21,1,1,0,305,2695,3000
2010-12-27,24,9,1,11,1,1,1,80,3050,3130
2010-12-28,31,9,0,6,0,0,0,124,4962,5086
2010-12-29,34,9,0,11,1,0,0,244,5816,6060
2010-12-30,34,9,1,0,0,0,0,329,5312,5641
2010-12-31,40,9,0,1,0,0,0,457,3706,4163
2011-01-01,46,9,1,7,0,0,0,557,2358,2915
2011-01-02,44,9,1,22,1,0,0,496,2584,3080
2011-01-03,32,9,0,0,0,0,0,397,6633,7030
2011-01-04,35,9,0,4,0,0,0,332,6182,6514
2011-01-05,34,9,0,0,0,0,0,373,6197,6570
2011-01-06,30,9,0,14,1,0,0,387,5812,6199
2011-01-07,29,9,1,17,1,1,0,407,4868,5275
2011-01-08,27,9,1,13,1,1,1,582,3395,3977
2011-01-09,29,9,0,2,0,0,0,535,2901,3436
2011-01-10,30,9,0,0,0,0,0,341,6905,7246
2011-01-11,27,9,1,10,1,0,0,304,5999,6303
2011-01-12,28,10,1,14,1,1,0,337,5586,5923
2011-01-13,24,10,0,0,0,0,0,347,6586,6933
2011-01-14,24,10,0,1,0,0,0,410,6194,6604
2011-01-15,30,10,0,15,1,0,0,534,3295,3829
2011-01-16,32,10,0,3,0,0,0,618,2516,3134
2011-01-17,23,10,0,19,1,0,0,464,4281,4745
2011-01-18,32,10,1,23,1,1,0,358,6956,7314
2011-01-19,38,10,1,23,1,1,1,372,6419,6791
2011-01-20,32,10,0,10,1,1,1,401,5891,6292
2011-01-21,25,10,1,11,1,1,1,430,5339,5769
2011-01-22,18,10,0,0,0,0,0,599,4565,5164
2011-01-23,18,10,0,0,0,0,0,496,3904,4400
2011-01-24,15,10,0,6,0,0,0,351,8833,9184
2011-01-25,30,10,1,21,1,0,0,399,7642,8041
2011-01-26,32,10,1,20,1,1,0,334,5698,6032
2011-01-27,32,10,1,12,1,1,1,319,4376,4695
2011-01-28,31,10,1,19,1,1,1,457,6086,6543
2011-01-29,32,10,1,14,1,1,1,591,3699,4290
2011-01-30,33,10,1,5,0,0,0,490,3142,3632
2011-01-31,26,10,1,5,0,0,0,400,6595,6995
2011-02-01,28,10,1,24,1,0,0,366,5962,6328
2011-02-02,32,10,1,19,1,1,0,308,6515,6823
2011-02-03,29,10,0,6,0,0,0,336,7016,7352
2011-02-04,28,10,0,0,0,0,0,424,6169,6593
2011-02-05,37,10,1,22,1,0,0,619,3230,3849
2011-02-06,41,10,0,3,0,0,0,527,2838,3365
2011-02-07,40,10,1,14,1,0,0,369,6384,6753
2011-02-08,30,10,1,12,1,1,0,269,7501,7770
2011-02-09,22,10,0,7,0,0,0,320,7731,8051
2011-02-10,26,10,0,3,0,0,0,396,6730,7126
2011-02-11,28,11,0,0,0,0,0,424,5687,6111
2011-02-12,35,11,0,11,1,0,0,580,3359,3939
2011-02-13,37,11,0,5,0,0,0,572,2543,3115
2011-02-14,48,11,0,5,0,0,0,406,5981,6387
2011-02-15,31,11,0,2,0,0,0,384,6825,7209
2011-02-16,37,11,0,7,0,0,0,419,6381,6800
2011-02-17,54,11,0,13,1,0,0,454,6061,6515
2011-02-18,56,11,0,0,0,0,0,551,5752,6303
2011-02-19,38,11,0,11,1,0,0,532,3844,4376
2011-02-20,30,11,0,4,0,0,0,602,3250,3852
2011-02-21,30,11,1,19,1,0,0,469,3622,4091
2011-02-22,26,11,0,6,0,0,0,417,6665,7082
2011-02-23,30,11,0,0,0,0,0,411,6339,6750
2011-02-24,37,11,1,12,1,0,0,427,5347,5774
2011-02-25,46,11,1,19,1,1,0,467,5800,6267
2011-02-26,37,11,0,8,0,0,0,703,2905,3608
2011-02-27,44,11,0,6,0,0,0,682,2460,3142
2011-02-28,50,11,1,16,1,0,0,378,5970,6348
2011-03-01,40,11,0,0,0,0,0,400,6384,6784
2011-03-02,39,11,0,2,0,0,0,363,6438,6801
2011-03-03,26,11,0,0,0,0,0,425,6624,7049
2011-03-04,34,11,0,6,0,0,0,502,5437,5939
2011-03-05,51,11,0,20,1,0,0,702,2953,3655
2011-03-06,52,12,1,22,1,1,0,530,2691,3221
2011-03-07,44,12,1,9,0,0,0,386,6578,6964
2011-03-08,38,12,0,0,0,0,0,430,6343,6773
2011-03-09,40,12,1,8,0,0,0,374,6423,6797
2011-03-10,46,12,1,24,1,0,0,332,6315,6647
2011-03-11,48,12,1,16,1,1,0,473,6206,6679
2011-03-12,47,12,0,9,0,0,0,711,2879,3590
2011-03-13,47,12,0,13,1,0,0,586,2290,2876
2011-03-14,41,12,0,13,1,1,0,474,5993,6467
2011-03-15,40,12,0,7,0,0,0,437,6497,6934
2011-03-16,48,12,1,21,1,0,0,426,5767,6193
2011-03-17,54,12,0,1,0,0,0,559,5332,5891
2011-03-18,64,12,0,1,0,0,0,655,4815,5470
2011-03-19,48,12,0,3,0,0,0,704,2890,3594
2011-03-20,42,12,0,0,0,0,0,632,2400,3032
2011-03-21,40,12,1,20,1,0,0,375,5915,6290
2011-03-22,45,12,1,12,1,1,0,364,6177,6541
2011-03-23,36,12,1,24,1,1,1,356,5755,6111
2011-03-24,37,12,1,11,1,1,1,345,5670,6015
2011-03-25,35,12,0,0,0,0,0,461,5168,5629
2011-03-26,33,12,0,0,0,0,0,658,3149,3807
2011-03-27,36,12,0,0,0,0,0,577,2905,3482
2011-03-28,36,12,0,0,0,0,0,384,6184,6568
2011-03-29,40,13,0,0,0,0,0,381,5738,6119
2011-03-30,44,13,1,7,0,0,0,436,5648,6084
2011-03-31,40,13,1,24,1,0,0,365,5049,5414
2011-04-01,40,13,1,23,1,1,0,486,5281,5767
2011-04-02,46,13,0,2,0,0,0,665,2639,3304
2011-04-03,50,13,1,3,0,0,0,596,2236,2832
2011-04-04,53,13,1,12,1,0,0,437,5191,5628
2011-04-05,54,13,1,12,1,1,0,414,4988,5402
2011-04-06,46,13,1,8,0,0,0,434,5164,5598
2011-04-07,47,13,1,17,1,0,0,475,5895,6370
2011-04-08,46,13,1,8,0,0,0,492,5094,5586
2011-04-09,49,13,1,1,0,0,0,721,2368,3089
2011-04-10,51,13,0,20,1,0,0,615,2055,2670
2011-04-11,66,13,1,13,1,1,0,508,5261,5769
2011-04-12,58,13,1,19,1,1,1,362,5320,5682
2011-04-13,46,13,1,24,1,1,1,378,5494,5872
2011-04-14,58,13,0,5,0,0,0,511,5166,5677
2011-04-15,48,13,0,9,0,0,0,545,4805,5350
2011-04-16,48,13,1,21,1,0,0,538,3167,3705
2011-04-17,56,13,1,9,0,0,0,575,2245,2820
2011-04-18,55,13,0,5,0,0,0,519,5286,5805
2011-04-19,50,13,1,11,1,0,0,490,5543,6033
2011-04-20,55,14,1,13,1,1,0,514,5315,5829
2011-04-21,53,14,0,0,0,0,0,540,4963,5503
2011-04-22,46,14,0,8,0,0,0,539,4147,4686
2011-04-23,52,14,1,21,1,0,0,643,2648,3291
2011-04-24,67,14,1,15,1,1,0,714,1501,2215
